time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-02T19:45:15.098Z,51.61,-173.4552,33.39,2.5,ml,,215,0.75,0.41,us,us7000gz99,2022-04-02T20:54:22.040Z,"82 km SE of Atka, Alaska",earthquake,5.1,17.8,0.115,10,reviewed,us,us
2022-04-02T19:40:14.009Z,32.40600586,-101.5887005,7.336425781,2.9,ml,18,60,0.1914228039,0.2,tx,tx2022glts,2022-04-06T16:57:13.713Z,"17 km SE of Ackerly, Texas",earthquake,1.376013476,2.732649057,0.2,10,reviewed,tx,tx
2022-04-02T19:02:06.210Z,17.928,-66.947,14.79,2.55,md,8,228,,0.08,pr,pr71343078,2022-04-02T19:55:27.580Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.49,0.53,0.0226211071398787,3,reviewed,pr,pr
2022-04-02T18:45:00.869Z,-22.6831,170.5355,10,5.6,mww,,80,2.854,0.87,us,us7000gz8x,2022-04-04T20:30:19.040Z,"southeast of the Loyalty Islands",earthquake,5.7,1.7,0.051,37,reviewed,us,us
2022-04-02T17:02:04.252Z,-30.6642,-71.8918,24.53,4.1,mb,,184,0.221,1.14,us,us7000gz8i,2022-04-02T18:12:05.040Z,"66 km W of Ovalle, Chile",earthquake,5.4,4.9,0.262,4,reviewed,us,us
2022-04-02T15:52:11.627Z,52.2173,-172.9766,79.35,3.2,ml,,190,0.672,0.31,us,us7000gz98,2022-04-02T21:25:05.040Z,"83 km E of Atka, Alaska",earthquake,12.9,14.8,0.115,10,reviewed,us,us
2022-04-02T15:42:20.193Z,22.8845,121.5777,10,4.5,mb,,150,0.463,0.87,us,us7000gz8a,2022-04-02T21:23:24.040Z,"117 km ESE of Yujing, Taiwan",earthquake,4.6,1.9,0.113,23,reviewed,us,us
2022-04-02T12:30:46.622Z,31.67371592,-104.4503424,6.774267578,2.6,ml,22,56,0.0432944967,0.3,tx,tx2022glfo,2022-04-08T23:10:16.025Z,"56 km S of Whites City, New Mexico",earthquake,1.18462973,1.258770086,0.1,12,reviewed,tx,tx
2022-04-02T11:24:12.667Z,31.02,139.8282,174.5,4.4,mb,,95,2.089,0.67,us,us7000gz7d,2022-04-02T11:50:37.040Z,"Izu Islands, Japan region",earthquake,7.9,7,0.066,67,reviewed,us,us
2022-04-02T11:22:01.896Z,55.601,164.8474,34.09,4.6,mb,,94,4.453,0.5,us,us7000gz7f,2022-04-02T12:03:35.040Z,"163 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.4,5.3,0.04,189,reviewed,us,us
2022-04-02T11:16:45.681Z,31.7177,131.7496,45.22,4.7,mb,,101,1.125,0.58,us,us7000gz7b,2022-04-02T11:37:57.040Z,"38 km SE of Miyazaki, Japan",earthquake,6.2,7.3,0.058,91,reviewed,us,us
2022-04-02T10:45:57.698Z,-22.6471,170.5185,10,5.5,mww,,42,2.838,0.91,us,us7000gz79,2022-04-04T20:27:43.040Z,"298 km ESE of Tadine, New Caledonia",earthquake,7.2,1.8,0.068,21,reviewed,us,us
2022-04-02T10:31:04.680Z,41.0453333,-123.5105,33.39,3.54,ml,76,42,0.2372,0.19,nc,nc73713331,2022-04-03T02:29:17.700Z,"16km NE of Willow Creek, CA",earthquake,0.26,0.53,0.312,53,reviewed,nc,nc
2022-04-02T09:05:37.710Z,19.1998333333333,-155.390333333333,31.57,2.96,ml,55,161,,0.13,hv,hv72971062,2022-04-06T02:58:53.904Z,"9 km E of P?hala, Hawaii",earthquake,0.39,0.51,0.189762422871178,38,reviewed,hv,hv
2022-04-02T08:55:50.130Z,38.6265,-119.828,-1.78,2.73,md,55,35,0.0471,0.17,nc,nc73713306,2022-04-04T16:12:14.710Z,"8km SSW of Markleeville, CA",earthquake,0.17,0.83,0.2,74,reviewed,nc,nc
2022-04-02T08:43:33.115Z,2.6328,127.5796,103.84,4.4,mb,,69,1.86,0.6,us,us7000gz6r,2022-04-02T09:20:59.040Z,"110 km NNW of Tobelo, Indonesia",earthquake,8.9,7.8,0.117,22,reviewed,us,us
2022-04-02T07:27:14.409Z,36.4967,140.5984,51.08,4.6,mb,,123,1.925,0.62,us,us7000gz6g,2022-04-05T14:33:33.781Z,"4 km NE of Funaishikawa, Japan",earthquake,7.1,6.5,0.054,104,reviewed,us,us
2022-04-02T07:22:17.610Z,17.9813333333333,-66.8308333333333,11.38,2.9,md,43,155,,0.23,pr,pr71343038,2022-04-02T12:32:33.973Z,"1 km SW of Indios, Puerto Rico",earthquake,0.38,0.29,0.40747775866665,23,reviewed,pr,pr
2022-04-02T05:21:52.500Z,66.9502,-146.0259,7.6,2.8,ml,,,,1.2,ak,ak022488jplx,2022-04-02T05:51:14.040Z,"18 km ESE of Venetie, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-04-02T04:44:13.189Z,-22.9186,170.4824,10,4.2,mb,,106,2.818,1.08,us,us7000h0dd,2022-04-07T22:18:47.040Z,"southeast of the Loyalty Islands",earthquake,9.3,1.7,0.263,4,reviewed,us,us
2022-04-02T04:15:04.905Z,-22.9254,170.5411,10,5.6,mww,,78,2.873,0.99,us,us7000gz5q,2022-04-03T04:18:06.251Z,"southeast of the Loyalty Islands",earthquake,8.3,1.8,0.061,26,reviewed,us,us
2022-04-02T04:11:27.307Z,51.7307,-179.0932,15.01,2.6,ml,,135,0.154,0.27,us,us7000gzgz,2022-04-05T22:27:23.040Z,"170 km W of Adak, Alaska",earthquake,2.4,2.8,0.105,12,reviewed,us,us
2022-04-02T03:57:35.908Z,51.6863,175.857,35,4.2,mb,,220,1.503,0.76,us,us7000h0dc,2022-04-07T22:08:25.040Z,"223 km SE of Attu Station, Alaska",earthquake,9.9,2,0.166,12,reviewed,us,us
2022-04-02T03:02:27.280Z,18.8316666666667,-67.4456666666667,9.45,3.22,md,14,220,,0.23,pr,pr71343033,2022-04-02T06:25:33.610Z,"52 km NW of San Antonio, Puerto Rico",earthquake,1.31,0.98,0.0904426555437965,9,reviewed,pr,pr
2022-04-02T02:46:00.980Z,30.4055,139.9521,184.16,4.2,mb,,156,2.704,0.87,us,us7000gz5h,2022-04-02T03:34:38.040Z,"Izu Islands, Japan region",earthquake,13.1,8.7,0.121,21,reviewed,us,us
2022-04-02T02:20:22.472Z,-7.4509,30.3992,10,4.3,mb,,136,6.812,0.99,us,us7000gz5c,2022-04-02T02:52:49.040Z,"22 km W of Kirando, Tanzania",earthquake,9.5,1.9,0.189,10,reviewed,us,us
2022-04-02T01:17:55.290Z,11.0764,-86.6127,49.38,4.5,mb,,179,1.075,0.65,us,us7000gz57,2022-04-02T01:37:51.040Z,"79 km S of Masachapa, Nicaragua",earthquake,7,4.1,0.058,89,reviewed,us,us
2022-04-01T23:12:12.240Z,18.3453333333333,-67.2145,25.54,2.76,md,18,105,,0.16,pr,pr71343003,2022-04-02T02:17:34.201Z,"3 km E of Rincón, Puerto Rico",earthquake,0.42,0.68,0.247159501742617,12,reviewed,pr,pr
2022-04-01T22:54:18.696Z,-57.4996,-25.8549,51.74,4.3,mb,,104,6.792,0.3,us,us7000h06s,2022-04-10T03:39:32.040Z,"South Sandwich Islands region",earthquake,12.1,8.9,0.187,8,reviewed,us,us
2022-04-01T22:53:18.791Z,2.5118,127.2494,83.34,4,mb,,156,1.732,0.37,us,us7000h06r,2022-04-10T03:29:51.040Z,"121 km NW of Tobelo, Indonesia",earthquake,10.4,7.9,0.157,11,reviewed,us,us
2022-04-01T22:34:36.110Z,18.0103333333333,-67.1028333333333,6.01,2.5,md,15,113,,0.12,pr,pr71342983,2022-04-01T23:28:46.450Z,"Mona Passage",earthquake,0.33,0.18,0.151288543163306,5,reviewed,pr,pr
2022-04-01T22:21:41.870Z,18.004,-67.1041666666667,5.89,2.6,md,23,175,,0.14,pr,pr71342978,2022-04-01T22:54:39.890Z,"4 km SW of Palmarejo, Puerto Rico",earthquake,0.35,0.23,0.193073693827297,11,reviewed,pr,pr
2022-04-01T21:49:18.107Z,49.3908,144.5331,10,4.6,mb,,122,2.707,0.55,us,us7000gz4a,2022-04-08T05:15:04.040Z,"106 km E of Poronaysk, Russia",earthquake,9,1.9,0.08,46,reviewed,us,us
2022-04-01T21:26:50.468Z,23.4431,121.4758,10,4.2,mb,,100,1.523,0.98,us,us7000gz49,2022-04-08T05:12:19.040Z,"60 km SSW of Hualien City, Taiwan",earthquake,6.1,1.9,0.118,20,reviewed,us,us
2022-04-01T20:23:10.610Z,19.4355,-155.6185,-0.37,2.52,md,24,139,,0.1,hv,hv72970357,2022-04-01T23:19:37.640Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.21,0.26,0.0996365520234868,11,reviewed,hv,hv
2022-04-01T19:19:46.417Z,63.4937,-148.4236,3.9,2.6,ml,,,,0.55,ak,ak02246tbzmb,2022-04-02T17:45:24.040Z,"28 km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-01T18:39:00.157Z,6.8919,-73.0535,142.77,4.5,mb,,71,0.993,0.88,us,us7000gz2y,2022-04-01T21:51:01.040Z,"10 km S of Piedecuesta, Colombia",earthquake,6.3,7.2,0.063,79,reviewed,us,us
2022-04-01T18:38:51.060Z,59.8779,-153.2462,129.98,3.1,ml,,62,0.118,0.61,us,us7000gz30,2022-04-01T19:54:17.040Z,"49 km ENE of Pedro Bay, Alaska",earthquake,5,4.9,0.041,78,reviewed,us,us
2022-04-01T16:49:01.592Z,-22.2843,-179.4461,577.63,4.2,mb,,125,7.083,0.57,us,us7000h06l,2022-04-08T21:03:19.040Z,"south of the Fiji Islands",earthquake,13.8,10,0.108,24,reviewed,us,us
2022-04-01T16:35:22.074Z,58.1848,-152.0297,11.5,2.5,ml,,,,0.73,ak,ak02246rn2dr,2022-04-01T20:26:43.040Z,"40 km NE of Ouzinkie, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-01T16:01:14.138Z,-8.4992,158.9563,97.7,4.4,mb,,86,1.352,0.59,us,us7000gz24,2022-04-01T20:22:44.040Z,"80 km WSW of Buala, Solomon Islands",earthquake,8,8.4,0.102,28,reviewed,us,us
2022-04-01T16:01:09.670Z,17.9545,-66.7113333333333,13.41,2.63,md,21,162,,0.17,pr,pr71342953,2022-04-01T16:45:33.308Z,"4 km S of Tallaboa, Puerto Rico",earthquake,0.54,0.28,0.058992282957461,7,reviewed,pr,pr
2022-04-01T15:40:08.077Z,0.7573,126.3369,45.7,4.7,mb,,68,1.029,0.82,us,us7000h06i,2022-04-08T21:11:56.040Z,"116 km W of Ternate, Indonesia",earthquake,7.3,8,0.102,29,reviewed,us,us
2022-04-01T15:31:59.620Z,40.8165,-123.4696667,26.05,3.02,ml,56,28,0.2071,0.14,nc,nc73713091,2022-04-02T12:57:13.853Z,"19km SE of Willow Creek, CA",earthquake,0.22,0.66,0.176,26,reviewed,nc,nc
2022-04-01T15:02:05.746Z,31.73054418,-104.5952467,7.802587891,2.7,ml,18,98,0.07241115547,0.2,tx,tx2022gjpa,2022-04-07T17:01:56.099Z,"53 km SSW of Whites City, New Mexico",earthquake,1.995531273,2.26907645,0.2,10,reviewed,tx,tx
2022-04-01T14:38:39.765Z,-56.8523,-142.5441,10,5.7,mww,,78,31.145,1.03,us,us7000gzl3,2022-04-04T20:17:54.040Z,"Pacific-Antarctic Ridge",earthquake,14.8,1.8,0.086,13,reviewed,us,us
2022-04-01T14:04:29.480Z,38.7486667,-122.7295,1.99,2.71,md,82,36,0.01243,0.06,nc,nc73713056,2022-04-02T19:40:14.317Z,"4km SE of The Geysers, CA",earthquake,0.12,0.18,0.148,72,reviewed,nc,nc
2022-04-01T14:04:22.214Z,31.65271537,-104.4296901,7.699755859,3.1,ml,16,65,0.06265682634,0.2,tx,tx2022gjnd,2022-04-02T00:07:52.532Z,"58 km S of Whites City, New Mexico",earthquake,1.500685314,1.6215175399999997,0.1,9,reviewed,tx,tx
2022-04-01T14:00:19.657Z,-9.0654,158.4222,10,4.7,mb,,74,1.55,0.72,us,us7000h06e,2022-04-10T05:53:20.040Z,"158 km WNW of Malango, Solomon Islands",earthquake,8.3,1.5,0.093,35,reviewed,us,us
2022-04-01T13:57:27.310Z,19.1916666666667,-155.501666666667,37.54,2.69,md,56,70,,0.12,hv,hv72970082,2022-04-01T23:14:46.440Z,"2 km WSW of P?hala, Hawaii",earthquake,0.4,0.47,0.138355332564099,21,reviewed,hv,hv
2022-04-01T13:29:01.536Z,24.6955,122.2506,11.75,4.4,mb,,72,0.728,0.71,us,us7000h06d,2022-04-10T05:23:43.040Z,"50 km E of Yilan, Taiwan",earthquake,1.4,5.6,0.144,14,reviewed,us,us
2022-04-01T13:14:37.370Z,36.0003333,-117.325,2.32,2.62,ml,34,78,0.1143,0.16,ci,ci39983615,2022-04-02T05:04:29.040Z,"27km N of Trona, CA",earthquake,0.18,0.54,0.167,25,reviewed,ci,ci
2022-04-01T13:05:18.024Z,-22.5837,170.2656,10,5.5,mww,,32,2.605,0.85,us,us7000gyza,2022-04-04T20:21:56.040Z,"271 km ESE of Tadine, New Caledonia",earthquake,5.6,1.7,0.089,12,reviewed,us,us
2022-04-01T12:50:20.947Z,61.4883,-149.9755,19.8,2.6,ml,,,,0.74,ak,ak02246pcjo2,2022-04-02T04:54:39.832Z,"3 km SSW of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-04-01T12:49:04.572Z,73.9058,8.4722,10,4.4,mb,,73,4.694,0.57,us,us7000gyzb,2022-04-02T04:57:55.040Z,"Greenland Sea",earthquake,5.6,1.9,0.162,11,reviewed,us,us
2022-04-01T12:17:18.111Z,51.4366,-179.3165,80.08,2.8,ml,,217,0.335,0.24,us,us7000gz2r,2022-04-02T05:32:12.040Z,"191 km WSW of Adak, Alaska",earthquake,7,5.4,0.115,10,reviewed,us,us
2022-04-01T11:54:34.084Z,1.9463,99.1209,140.57,4.8,mb,,90,0.768,0.52,us,us7000gyyr,2022-04-01T12:13:04.040Z,"44 km ENE of Sibolga, Indonesia",earthquake,6.2,5.7,0.062,81,reviewed,us,us
2022-04-01T11:34:31.115Z,38.1708,-117.8881,12.4,3.5,mw,20,59.52,0.065,0.1117,nn,nn00836469,2022-04-08T00:27:32.358Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,reviewed,nn,nn
2022-04-01T11:28:04.692Z,-31.4205,-68.0215,111.87,5.2,mww,,38,0.579,0.59,us,us7000gyyg,2022-04-01T22:29:40.290Z,"35 km NE of Caucete, Argentina",earthquake,3.5,4.2,0.054,33,reviewed,us,us
2022-04-01T11:17:22.240Z,20.048,-155.4575,26.14,2.66,md,46,176,,0.17,hv,hv72969977,2022-04-01T22:14:47.090Z,"3 km SSE of Honoka‘a, Hawaii",earthquake,0.47,0.89,0.142995299250353,19,reviewed,hv,hv
2022-04-01T10:55:38.456Z,61.542,-149.8702,37.6,3.4,ml,,,,0.51,ak,ak02246o6xjr,2022-04-03T03:54:34.074Z,"5 km ENE of Big Lake, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-04-01T10:55:38.444Z,61.5197,-149.8907,37.1,3.4,ml,,,,0.62,ak,ak02246o6s9l,2022-04-05T23:26:55.145Z,"3 km E of Big Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-04-01T10:36:46.216Z,-42.9796,171.7596,16.36,4.3,mb,,51,0.344,0.31,us,us7000gyy7,2022-04-01T12:25:18.040Z,"49 km NW of Oxford, New Zealand",earthquake,1.6,3.9,0.237,5,reviewed,us,us
2022-04-01T09:32:01.772Z,9.0132,126.7193,35,4.9,mb,,85,2.236,0.77,us,us7000gyxy,2022-04-02T02:58:39.463Z,"46 km ENE of Aras-asan, Philippines",earthquake,7.9,1.9,0.051,119,reviewed,us,us
2022-04-01T08:50:28.465Z,61.3234,-147.026,15.2,2.9,ml,,,,0.87,ak,ak02246mytqo,2022-04-01T09:03:15.719Z,"42 km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-01T08:44:03.130Z,32.7996667,-115.45,13.6,2.81,ml,54,33,0.006252,0.27,ci,ci39983439,2022-04-01T20:08:39.935Z,"7km W of Holtville, CA",earthquake,0.29,0.43,0.168,124,reviewed,ci,ci
2022-04-01T08:28:30.931Z,31.67319157,-104.3911219,6.774267578,2.5,ml,17,66,0.09358958049,0.2,tx,tx2022gjcb,2022-04-05T07:15:19.302Z,"55 km S of Whites City, New Mexico",earthquake,1.864197298,2.267542585,0.1,13,reviewed,tx,tx
2022-04-01T08:28:10.522Z,-60.6609,-25.1927,10,5,mb,,76,14.136,0.63,us,us7000gyxa,2022-04-01T08:45:26.040Z,"South Sandwich Islands region",earthquake,11.5,1.9,0.087,42,reviewed,us,us
2022-04-01T08:15:18.127Z,61.7238,-149.6886,28.6,2.9,ml,,,,0.86,ak,ak02246mrax3,2022-04-04T01:53:22.771Z,"11 km NNW of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-01T07:50:03.656Z,54.5326,-163.3426,4.62,3.3,ml,,169,0.327,0.33,us,us7000gywu,2022-04-01T08:18:02.040Z,"36 km S of False Pass, Alaska",earthquake,6.9,12.2,0.081,20,reviewed,us,us
2022-04-01T07:14:12.770Z,-7.2767,106.0777,20.16,5.3,mww,,33,1.57,1.08,us,us7000gywf,2022-04-08T06:04:59.034Z,"61 km WSW of Pelabuhanratu, Indonesia",earthquake,5.4,4.5,0.083,14,reviewed,us,us
2022-04-01T06:56:22.639Z,31.67343347,-104.3892399,6.645727539,3.8,ml,21,57,0.09520397973,0.3,tx,tx2022giza,2022-04-02T06:59:21.482Z,"55 km S of Whites City, New Mexico",earthquake,0.9923160555000001,1.102266479,0.1,12,reviewed,tx,tx
2022-04-01T06:27:52.810Z,31.65192531,-104.4103075,5.643115234,2.9,ml,22,72,0.07891668328,0.2,tx,tx2022giyb,2022-04-05T07:02:51.253Z,"58 km S of Whites City, New Mexico",earthquake,3.355791162,1.659435914,0.1,18,reviewed,tx,tx
2022-04-01T05:34:05.027Z,37.3966,35.122,10,4.2,mb,,96,1.561,0.93,us,us7000gyvy,2022-04-01T08:28:00.040Z,"16 km NNE of Karaisal?, Turkey",earthquake,6.2,1.9,0.147,14,reviewed,us,us
2022-04-01T05:07:51.425Z,-23.4161,-179.7556,545.87,4.4,mb,,107,6.004,0.83,us,us7000gyvr,2022-04-01T05:25:42.040Z,"south of the Fiji Islands",earthquake,15.6,11,0.117,21,reviewed,us,us
2022-04-01T04:59:41.810Z,18.6725,-66.8895,18.54,2.82,md,11,253,,0.15,pr,pr71342903,2022-04-01T06:00:53.430Z,"21 km NNW of Camuy, Puerto Rico",earthquake,0.76,0.47,0.113062198247399,10,reviewed,pr,pr
2022-04-01T04:54:15.863Z,-7.2799,105.8944,10,4.8,mww,,128,1.75,0.94,us,us7000gyvl,2022-04-01T21:06:04.040Z,"79 km WSW of Pelabuhanratu, Indonesia",earthquake,5.4,1.9,0.098,10,reviewed,us,us
2022-04-01T04:05:26.545Z,-10.3696,-78.3461,66.91,4.3,mb,,158,2.182,0.94,us,us7000gyvi,2022-04-01T04:31:09.040Z,"",earthquake,11.9,8.8,0.119,22,reviewed,us,us
2022-04-01T02:28:12.940Z,36.812,-121.542,5.73,2.82,md,87,25,0.03159,0.18,nc,nc73712916,2022-04-07T20:58:46.791Z,"4km S of San Juan Bautista, CA",earthquake,0.17,0.31,0.156,140,reviewed,nc,nc
2022-04-01T01:35:53.549Z,9.724,126.8077,10,5,mb,,111,2.903,1.08,us,us7000gyus,2022-04-02T11:00:48.594Z,"76 km E of Union, Philippines",earthquake,9.4,1.8,0.118,25,reviewed,us,us
2022-04-01T01:32:42.105Z,30.7041,141.7956,30.57,5.1,mb,,40,2.935,0.99,us,us7000gyup,2022-04-01T02:04:16.040Z,"Izu Islands, Japan region",earthquake,9.5,4.9,0.042,188,reviewed,us,us
2022-04-01T01:27:32.984Z,-23.0792,170.6146,10,4.6,mb,,107,2.959,1.02,us,us7000h05x,2022-04-07T00:52:49.040Z,"southeast of the Loyalty Islands",earthquake,7.6,1.9,0.274,5,reviewed,us,us
2022-04-01T01:15:28.049Z,-22.4795,170.6864,10,4.4,mb,,186,2.998,0.97,us,us7000h05w,2022-04-07T00:47:05.040Z,"southeast of the Loyalty Islands",earthquake,10.9,1.9,0.269,4,reviewed,us,us
2022-04-01T01:08:14.709Z,-22.867,170.5653,10,4.7,mb,,107,2.89,0.53,us,us7000gyum,2022-04-01T01:24:35.040Z,"southeast of the Loyalty Islands",earthquake,9.4,1.9,0.148,17,reviewed,us,us
2022-04-01T00:58:29.410Z,36.8083333,-121.5396667,5.78,2.65,md,85,33,0.03077,0.18,nc,nc73712886,2022-04-01T21:36:21.040Z,"4km S of San Juan Bautista, CA",earthquake,0.16,0.25,0.145,109,reviewed,nc,nc
2022-04-01T00:12:39.404Z,-22.3586,170.2478,10,4.1,mb,,187,2.603,0.34,us,us7000h05u,2022-04-10T03:19:40.040Z,"260 km ESE of Tadine, New Caledonia",earthquake,8.9,2,0.37,2,reviewed,us,us
2022-03-31T23:47:44.170Z,17.9433333333333,-66.9965,5.77,2.5,md,5,226,,0.06,pr,pr71342883,2022-04-01T00:20:47.640Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.5,0.85,0.0201163297098734,4,reviewed,pr,pr
2022-03-31T23:32:34.458Z,-22.807,171.0845,10,4.6,mb,,72,3.364,0.65,us,us7000gzwg,2022-04-09T03:28:21.040Z,"southeast of the Loyalty Islands",earthquake,7.8,1.9,0.173,10,reviewed,us,us
2022-03-31T23:18:17.193Z,-4.8995,139.4301,10,5.1,mb,,64,7.429,0.86,us,us7000gyu7,2022-03-31T23:30:45.040Z,"246 km WNW of Kiunga, Papua New Guinea",earthquake,8,1.9,0.076,57,reviewed,us,us
2022-03-31T23:13:42.735Z,-22.8819,170.8071,10,4.4,mb,,154,3.113,0.39,us,us7000gzwh,2022-04-09T03:37:32.040Z,"southeast of the Loyalty Islands",earthquake,7.7,2,0.24,5,reviewed,us,us
2022-03-31T23:13:07.561Z,41.4193,72.9097,10,4.2,mb,,56,0.11,1.04,us,us7000gyu5,2022-04-08T05:24:40.040Z,"44 km NNE of Bazar-Korgon, Kyrgyzstan",earthquake,4.6,1.9,0.115,22,reviewed,us,us
2022-03-31T22:52:32.678Z,42.9781,-126.5725,10,2.9,ml,,292,1.749,0.91,us,us7000gyu2,2022-03-31T23:16:40.040Z,"171 km W of Port Orford, Oregon",earthquake,4.5,2,0.051,50,reviewed,us,us
2022-03-31T22:50:09.097Z,55.7764,-159.7088,78.1,3.6,ml,,,,0.39,ak,ak022457ri7o,2022-03-31T23:27:18.020Z,"19 km SW of Ivanof Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-31T22:39:04.670Z,36.8105,-121.5395,5.84,3.33,ml,114,29,0.02999,0.18,nc,nc73712821,2022-04-01T22:44:41.176Z,"4km S of San Juan Bautista, CA",earthquake,0.14,0.23,0.146,123,reviewed,nc,nc
2022-03-31T22:33:18.389Z,-22.8764,170.5272,10,4.5,mb,,110,2.856,1.01,us,us7000gzwd,2022-04-08T20:57:36.040Z,"southeast of the Loyalty Islands",earthquake,9.1,1.9,0.163,11,reviewed,us,us
2022-03-31T22:10:52.553Z,59.8211,-153.2814,126,2.5,ml,,,,1.01,ak,ak022457j0zb,2022-03-31T22:19:52.119Z,"Southern Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-31T21:59:44.678Z,-22.6706,170.65,10,5.1,mb,,50,2.96,1.11,us,us7000gyts,2022-03-31T22:15:41.040Z,"southeast of the Loyalty Islands",earthquake,7.5,1.9,0.073,62,reviewed,us,us
2022-03-31T21:54:39.694Z,-6.024,-76.8979,128.33,4.3,mb,,128,4.003,0.44,us,us7000gytq,2022-04-02T21:15:39.040Z,"8 km E of Moyobamba, Peru",earthquake,4,8.8,0.142,14,reviewed,us,us
2022-03-31T20:45:25.057Z,-60.5837,-25.4052,10,4.4,mb,,197,14.255,0.54,us,us7000gzwp,2022-04-07T16:47:25.040Z,"South Sandwich Islands region",earthquake,14.8,1.9,0.162,11,reviewed,us,us
2022-03-31T20:09:49.692Z,-22.6294,170.5407,10,4.5,mb,,105,2.859,0.99,us,us7000gzw9,2022-04-07T16:11:56.040Z,"299 km ESE of Tadine, New Caledonia",earthquake,5.1,1.9,0.156,12,reviewed,us,us
2022-03-31T20:01:07.115Z,11.5683,141.0744,10,4.7,mb,,43,4.213,0.71,us,us7000gzwm,2022-04-07T15:47:40.040Z,"208 km NNE of Fais, Micronesia",earthquake,9.5,1.9,0.072,59,reviewed,us,us
2022-03-31T19:50:41.111Z,-22.6651,170.7798,20,6.4,mww,,33,3.079,0.91,us,us7000gysz,2022-04-07T15:30:28.665Z,"southeast of the Loyalty Islands",earthquake,6.5,1.8,0.034,81,reviewed,us,us
2022-03-31T18:55:33.576Z,53.0891,-173.2725,201.57,3.9,mb,,135,0.867,0.69,us,us7000gysl,2022-04-05T21:34:31.040Z,"117 km NNE of Atka, Alaska",earthquake,10.1,6.5,0.155,11,reviewed,us,us
2022-03-31T18:19:30.749Z,46.1482,150.9375,112.77,5,mww,,74,6.241,0.82,us,us7000gysf,2022-04-05T21:29:02.040Z,"259 km ENE of Kuril’sk, Russia",earthquake,4.7,4.1,0.073,18,reviewed,us,us
2022-03-31T18:02:25.987Z,-37.1299,-94.7188,10,4.9,mb,,64,17.995,1.05,us,us7000gysc,2022-04-05T21:07:44.040Z,"West Chile Rise",earthquake,14.7,1.9,0.084,44,reviewed,us,us
2022-03-31T15:54:27.554Z,-22.2326,170.2321,10,5.4,mww,,45,2.605,1.09,us,us7000gyr3,2022-04-01T21:08:05.040Z,"254 km ESE of Tadine, New Caledonia",earthquake,6.8,1.7,0.059,28,reviewed,us,us
2022-03-31T15:30:47.546Z,-22.5691,170.8067,10,5.1,mww,,47,3.105,0.87,us,us7000gyr4,2022-04-01T19:09:15.040Z,"",earthquake,8.6,1.8,0.098,10,reviewed,us,us
2022-03-31T15:29:53.274Z,-22.7004,170.6993,10,5.3,mww,,54,3.006,0.91,us,us7000gyqw,2022-04-01T19:03:37.040Z,"southeast of the Loyalty Islands",earthquake,9.5,1.8,0.098,10,reviewed,us,us
2022-03-31T15:23:32.298Z,-58.0562,-25.3241,49.16,5,mb,,69,7.287,0.64,us,us7000gyqv,2022-04-01T17:35:19.040Z,"South Sandwich Islands region",earthquake,8.9,3.9,0.072,67,reviewed,us,us
2022-03-31T14:34:12.534Z,35.0658,135.522,26.6,4.4,mb,,86,1.266,1.04,us,us7000gypw,2022-04-01T13:53:43.393Z,"9 km NW of Kameoka, Japan",earthquake,5.9,3.9,0.13,17,reviewed,us,us
2022-03-31T14:29:09.277Z,-22.2023,170.2967,10,4.4,mb,,77,2.669,1.13,us,us7000gzwt,2022-04-09T15:22:11.040Z,"260 km ESE of Tadine, New Caledonia",earthquake,9.8,1.9,0.149,17,reviewed,us,us
2022-03-31T13:56:01.964Z,-21.4803,-178.4204,571.48,4.6,mb,,86,7.761,0.47,us,us7000gypu,2022-03-31T16:14:32.040Z,"Fiji region",earthquake,13.6,11.3,0.091,36,reviewed,us,us
2022-03-31T12:56:05.168Z,36.3695,-103.2039,5,3.4,mb_lg,,90,1.236,1.03,us,us7000gypi,2022-04-03T18:14:32.305Z,"9 km S of Clayton, New Mexico",earthquake,3.1,1.9,0.041,157,reviewed,us,us
2022-03-31T12:19:11.330Z,19.1873333333333,-155.486833333333,35.29,2.91,ml,55,77,,0.12,hv,hv72968747,2022-04-01T11:28:38.040Z,"1 km SSW of P?hala, Hawaii",earthquake,0.41,0.47,0.225664820268504,35,reviewed,hv,hv
