time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-25T06:57:02.766Z,15.5834,-96.77,10,4.2,mb,,149,0.549,1.02,us,us7000gx62,2022-04-08T06:57:31.251Z,"26 km S of San Francisco Cozoaltepec, Mexico",earthquake,6.1,1.9,0.11,23,reviewed,us,us
2022-03-25T06:44:07.773Z,32.5482,-104.4263,5,2.6,ml,,55,0.479,0.7,us,us7000gx5v,2022-04-08T06:53:59.040Z,"22 km WNW of La Huerta, New Mexico",earthquake,4.5,2,0.085,18,reviewed,us,us
2022-03-25T06:33:51.881Z,37.7387,141.6514,58.67,4.4,mb,,180,2.998,0.78,us,us7000gyg6,2022-04-08T06:52:14.040Z,"64 km ENE of Namie, Japan",earthquake,4.8,10.5,0.17,11,reviewed,us,us
2022-03-25T06:33:45.600Z,17.9748333333333,-65.3726666666667,10.31,3.17,md,9,256,,0.15,pr,pr71341938,2022-03-25T07:37:15.230Z,"Puerto Rico region",earthquake,0.97,0.83,0.154571839788154,6,reviewed,pr,pr
2022-03-25T06:14:24.340Z,19.5621666666667,-156.893833333333,37.73,3.39,ml,38,300,,0.23,hv,hv72961452,2022-04-08T06:45:55.040Z,"94 km W of Kailua-Kona, Hawaii",earthquake,1.15,2.51,0.131074844499811,22,reviewed,hv,hv
2022-03-25T05:28:33.397Z,56.2308,-148.792,10,3.6,ml,,222,2.592,0.63,us,us7000gx5e,2022-04-08T06:37:58.040Z,"Gulf of Alaska",earthquake,10.2,2,0.055,44,reviewed,us,us
2022-03-25T04:55:23.392Z,54.029,-162.8824,35,2.8,ml,,248,0.849,0.78,us,us7000gx5h,2022-03-25T22:15:48.040Z,"Alaska Peninsula",earthquake,6.6,2,0.115,10,reviewed,us,us
2022-03-25T04:28:32.746Z,31.68068532,-104.4049171,6.234399414,3.3,ml,31,52,0.08260476256,0.3,tx,tx2022fvzq,2022-03-25T22:58:16.017Z,"54 km S of Whites City, New Mexico",earthquake,0.9458690999,1.025809701,0.1,14,reviewed,tx,tx
2022-03-25T04:24:08.144Z,18.9832,145.2526,277.83,4.2,mb,,101,5.376,0.69,us,us7000gyg2,2022-03-30T22:16:09.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.2,8.3,0.136,17,reviewed,us,us
2022-03-25T03:26:03.496Z,31.6749741,-104.3997511,5.745947266,2.6,ml,14,66,0.08635557566,0.2,tx,tx2022fvxp,2022-03-29T01:44:06.054Z,"55 km S of Whites City, New Mexico",earthquake,1.212420678,1.835658729,0.2,8,reviewed,tx,tx
2022-03-25T03:08:56.539Z,24.8149,124.5523,76.49,5.1,mb,,127,1.444,1.07,us,us7000gx4l,2022-03-25T03:29:00.040Z,"65 km NE of Ishigaki, Japan",earthquake,13.4,8.7,0.152,16,reviewed,us,us
2022-03-25T03:08:16.747Z,37.5909,141.3467,46.6,5.2,mww,,118,2.719,0.77,us,us7000gx4k,2022-04-05T04:40:37.925Z,"32 km ENE of Namie, Japan",earthquake,7.7,6.2,0.093,11,reviewed,us,us
2022-03-25T03:01:58.874Z,31.66909306,-104.4204226,6.799975586,4.6,ml,65,61,0.06850042547,0.2,tx,tx2022fvwu,2022-03-31T15:28:38.914Z,"56 km S of Whites City, New Mexico",earthquake,0.892216658,1.01192887,0.2,38,reviewed,tx,tx
2022-03-25T02:44:34.568Z,14.1194,119.3746,10,4.6,mb,,112,8.801,0.69,us,us7000gyg9,2022-03-30T21:44:07.040Z,"77 km WNW of Cabra, Philippines",earthquake,9.9,1.9,0.098,33,reviewed,us,us
2022-03-25T02:29:38.196Z,-5.9227,130.6353,121.93,4.5,mb,,106,2.149,0.71,us,us7000gx4b,2022-03-25T02:45:04.040Z,"236 km W of Tual, Indonesia",earthquake,10,10.1,0.113,25,reviewed,us,us
2022-03-25T01:56:51.247Z,-6.1799,146.916,110.17,5.4,mb,,22,4.133,1.13,us,us7000gx46,2022-03-26T02:00:44.822Z,"60 km N of Lae, Papua New Guinea",earthquake,8.2,6.5,0.043,187,reviewed,us,us
2022-03-25T01:11:44.399Z,53.9954,170.8674,10,3.7,ml,,147,2.315,0.58,us,us7000gyh9,2022-03-30T21:26:56.040Z,"200 km NW of Attu Station, Alaska",earthquake,13.2,1.9,0.181,4,reviewed,us,us
2022-03-25T01:01:12.132Z,43.657,145.387,135.36,4.4,mb,,169,2.072,0.89,us,us7000gx41,2022-03-25T01:19:02.040Z,"20 km E of Shibetsu, Japan",earthquake,9.4,9,0.079,47,reviewed,us,us
2022-03-25T00:56:22.378Z,-15.5851,-71.632,123.58,5.3,mww,,79,2.868,1.11,us,us7000gx3t,2022-03-27T02:05:19.407Z,"6 km NNW of Chivay, Peru",earthquake,6.8,3.5,0.038,66,reviewed,us,us
2022-03-25T00:48:24.140Z,17.9951,-66.9875,11,3.1,md,23,142,0.0623,0.14,pr,pr2022084000,2022-03-25T02:10:04.040Z,"6 km ENE of La Parguera, Puerto Rico",earthquake,0.38,0.35,0.28,13,reviewed,pr,pr
2022-03-24T22:57:20.398Z,19.5461,-109.2395,10,4.2,mb,,233,4.171,0.3,us,us7000gx0k,2022-03-24T23:16:32.040Z,"Revilla Gigedo Islands region",earthquake,9.8,2,0.052,104,reviewed,us,us
2022-03-24T22:37:20.531Z,14.4872,119.2211,10,4.8,mb,,95,8.471,0.74,us,us7000gx0h,2022-03-24T23:09:53.040Z,"105 km WSW of San Nicolas, Philippines",earthquake,7.7,1.9,0.052,113,reviewed,us,us
2022-03-24T21:52:28.055Z,52.2077,143.6546,10,4.9,mb,,103,5.286,0.55,us,us7000gx0b,2022-03-25T00:13:21.040Z,"57 km NE of Nogliki, Russia",earthquake,7.6,1.8,0.029,388,reviewed,us,us
2022-03-24T21:15:31.873Z,-6.1917,130.3114,139.64,4.7,mb,,87,2.031,0.92,us,us7000gwzw,2022-03-24T21:44:51.040Z,"277 km WSW of Tual, Indonesia",earthquake,7.6,4.5,0.073,57,reviewed,us,us
2022-03-24T21:06:37.561Z,14.1655,119.2236,10,4.8,mb,,75,8.784,0.96,us,us7000gwzu,2022-03-24T21:28:02.040Z,"94 km WNW of Cabra, Philippines",earthquake,7.8,1.8,0.055,102,reviewed,us,us
2022-03-24T21:00:51.510Z,17.9503333333333,-67.1185,12.09,2.56,md,5,285,,0.1,pr,pr71341868,2022-03-24T21:31:13.160Z,"7 km ESE of Pole Ojea, Puerto Rico",earthquake,1.02,0.32,0.0402428230665755,2,reviewed,pr,pr
2022-03-24T20:50:38.846Z,14.1774,119.3599,10,4.6,mb,,110,8.983,0.74,us,us7000gwzn,2022-04-01T16:13:40.040Z,"81 km WNW of Cabra, Philippines",earthquake,9.5,1.8,0.064,76,reviewed,us,us
2022-03-24T20:34:24.620Z,31.62539614,-104.523056,6.979931641,2.6,ml,15,87,0.04726698492,0.2,tx,tx2022fvjz,2022-04-01T16:10:15.040Z,"62 km SSW of Whites City, New Mexico",earthquake,2.628016125,1.206853825,0.2,11,reviewed,tx,tx
2022-03-24T20:33:24.561Z,14.2462,119.4038,10,4.6,mb,,69,9.055,0.47,us,us7000gwzk,2022-04-01T16:06:06.040Z,"80 km WNW of Cabra, Philippines",earthquake,8.5,1.8,0.076,55,reviewed,us,us
2022-03-24T19:51:22.347Z,62.7559,-150.5779,77.5,2.8,ml,,,,0.53,ak,ak0223tl80oc,2022-04-01T15:55:49.040Z,"30 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-24T19:47:37.731Z,-20.6798,-175.7593,70,4.5,mb,,121,6.534,0.88,us,us7000gy6f,2022-04-01T15:51:41.040Z,"77 km NW of Nuku‘alofa, Tonga",earthquake,16.8,2,0.192,8,reviewed,us,us
2022-03-24T19:45:23.932Z,14.7064,-93.6632,37.52,4.5,mb,,174,2.149,0.53,us,us7000gwz6,2022-04-01T15:47:51.040Z,"98 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,9.4,7.4,0.048,133,reviewed,us,us
2022-03-24T19:44:28.830Z,18.7631666666667,-67.3395,11.7,2.59,md,10,288,,0.36,pr,pr71341863,2022-03-24T21:39:50.350Z,"39 km NW of San Antonio, Puerto Rico",earthquake,1.56,0.89,0.00583040862596595,7,reviewed,pr,pr
2022-03-24T18:47:08.165Z,-34.1152,-178.7618,10,4.6,mb,,171,4.183,0.74,us,us7000gy6e,2022-03-30T20:13:06.040Z,"south of the Kermadec Islands",earthquake,8.2,1.9,0.385,2,reviewed,us,us
2022-03-24T18:28:57.549Z,-10.9593,114.5379,10,4.8,mb,,62,2.502,0.67,us,us7000gwxb,2022-04-01T15:43:33.040Z,"249 km SSW of Jimbaran, Indonesia",earthquake,8.2,1.8,0.086,45,reviewed,us,us
2022-03-24T18:07:56.214Z,50.6279,-174.9126,10,4.3,mb,,79,1.634,0.43,us,us7000gwx4,2022-04-01T15:37:35.040Z,"181 km SSW of Atka, Alaska",earthquake,6.9,1.9,0.048,124,reviewed,us,us
2022-03-24T18:02:03.916Z,-33.7217,-178.7567,10,5.3,mww,,69,4.503,0.81,us,us7000gwx3,2022-04-01T15:35:11.040Z,"south of the Kermadec Islands",earthquake,9.3,1.8,0.06,27,reviewed,us,us
2022-03-24T15:47:26.080Z,19.0691666666667,-67.1868333333333,35.69,3.22,md,23,209,,0.43,pr,pr71341843,2022-03-24T16:20:25.530Z,"64 km N of San Antonio, Puerto Rico",earthquake,1.61,7.58,0.106566513012641,14,reviewed,pr,pr
2022-03-24T14:53:24.687Z,41.9645,-119.5887,1.6,2.7,ml,5,145.95,0.535,0.137,nn,nn00835935,2022-03-25T02:39:38.452Z,"48 km ENE of Fort Bidwell, California",earthquake,,4,0.74,4,reviewed,nn,nn
2022-03-24T14:46:18.770Z,17.942,-66.9455,11.99,2.78,md,17,190,,0.26,pr,pr71341828,2022-03-24T15:15:16.545Z,"5 km SW of Guánica, Puerto Rico",earthquake,0.74,0.51,0.16787011519508,13,reviewed,pr,pr
2022-03-24T14:09:54.480Z,63.159,-150.8752,123,3.2,ml,,,,0.55,ak,ak0223thzx1o,2022-04-01T18:33:20.040Z,"60 km SE of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-24T14:01:58.840Z,37.9892,141.8623,64.33,4.3,mb,,119,2.864,1.21,us,us7000gy66,2022-04-01T18:41:04.040Z,"68 km SE of Ishinomaki, Japan",earthquake,7.1,7.4,0.217,7,reviewed,us,us
2022-03-24T13:51:55.939Z,-3.3619,128.4999,44.37,4.7,mb,,56,3.769,1.01,us,us7000gwvs,2022-04-01T16:36:58.220Z,"46 km W of Amahai, Indonesia",earthquake,5.2,6.5,0.084,43,reviewed,us,us
2022-03-24T13:12:09.851Z,31.66240624,-104.3137856,6.74855957,2.7,ml,13,90,0.04268289249,0.1,tx,tx2022fuvj,2022-03-29T00:48:15.778Z,"57 km S of Whites City, New Mexico",earthquake,1.065058864,0.9630982729,0.1,9,reviewed,tx,tx
2022-03-24T12:25:19.748Z,15.4477,-94.7041,35,4.6,mb,,141,2.606,0.58,us,us7000gwvj,2022-03-24T12:45:10.040Z,"87 km S of San Francisco del Mar Viejo, Mexico",earthquake,5.3,1.9,0.04,188,reviewed,us,us
2022-03-24T12:12:46.703Z,31.58645679,-104.5667564,6.157275391,4,ml,21,83,0.09969142698,0.3,tx,tx2022futk,2022-03-25T22:48:20.473Z,"65 km NNE of Van Horn, Texas",earthquake,2.464450471,1.575147646,0.1,11,reviewed,tx,tx
2022-03-24T12:01:58.022Z,9.1604,122.6971,62.6,4.6,mb,,99,3.529,0.8,us,us7000gwvd,2022-03-24T22:09:25.416Z,"21 km WSW of Manalongon, Philippines",earthquake,7.7,7,0.073,56,reviewed,us,us
2022-03-24T11:54:01.140Z,18.5356,-69.2388,150.66,4.2,mb,,109,0.647,0.54,us,us7000gwvb,2022-03-25T09:17:20.797Z,"6 km W of Ramón Santana, Dominican Republic",earthquake,5.2,6.2,0.235,6,reviewed,us,us
2022-03-24T11:27:38.950Z,17.9911666666667,-66.8321666666667,15.44,2.59,md,20,175,,0.24,pr,pr71341793,2022-03-24T11:57:53.940Z,"1 km WSW of Indios, Puerto Rico",earthquake,0.65,0.68,0.0934361347249331,9,reviewed,pr,pr
2022-03-24T10:43:26.260Z,17.9363333333333,-66.9538333333333,12.88,2.55,md,8,223,,0.21,pr,pr71341773,2022-03-24T11:05:56.670Z,"6 km SW of Guánica, Puerto Rico",earthquake,1.19,0.56,0.024337471495318,4,reviewed,pr,pr
2022-03-24T10:34:32.650Z,18.035,-66.1021666666667,12.5,3.07,md,12,101,,0.39,pr,pr71341763,2022-03-25T03:45:24.384Z,"3 km N of Olimpo, Puerto Rico",earthquake,0.93,1.1,0.102946976852452,8,reviewed,pr,pr
2022-03-24T09:50:57.621Z,55.5538,-158.8212,24.1,2.7,ml,,,,0.46,ak,ak0223tf9joi,2022-03-25T05:36:13.040Z,"44 km SSE of Perryville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-24T09:42:10.537Z,41.9659,-119.5731,1.4,2.8,ml,5,154.11,0.547,0.0758,nn,nn00835978,2022-03-25T06:17:45.040Z,"49 km ENE of Fort Bidwell, California",earthquake,,4.1,0.64,4,reviewed,nn,nn
2022-03-24T09:00:57.610Z,19.1713333333333,-155.472666666667,34.91,2.79,md,54,77,,0.12,hv,hv72960722,2022-03-25T06:07:19.040Z,"3 km S of P?hala, Hawaii",earthquake,0.43,0.58,0.0949362658819188,23,reviewed,hv,hv
2022-03-24T08:51:20.216Z,1.4735,-100.8728,10,4.7,mb,,144,16.149,0.46,us,us7000gwt6,2022-03-24T09:09:17.040Z,"Galapagos Triple Junction region",earthquake,9,1.9,0.065,71,reviewed,us,us
2022-03-24T08:09:32.988Z,-15.2037,167.5063,133.21,4.6,mb,,119,0.379,0.47,us,us7000gwt1,2022-03-24T08:26:09.040Z,"49 km ESE of Port-Olry, Vanuatu",earthquake,11.6,6.5,0.137,16,reviewed,us,us
2022-03-24T07:34:30.886Z,36.8647,141.2268,44.23,4.3,mb,,138,2.446,0.97,us,us7000gwzz,2022-03-24T21:43:48.821Z,"36 km SE of Iwaki, Japan",earthquake,9.3,8.8,0.177,9,reviewed,us,us
2022-03-24T07:28:30.967Z,-24.5374,179.1712,534.35,4.5,mb,,102,5.374,1.03,us,us7000gwsr,2022-03-24T07:49:38.040Z,"south of the Fiji Islands",earthquake,12.3,8.6,0.077,49,reviewed,us,us
2022-03-24T07:08:38.682Z,31.97479248,-102.3507765,8.485799154,2.9,ml,29,42,0.03057231909,0.2,tx,tx2022fujk,2022-03-26T00:11:11.502Z,"5 km SSE of Gardendale, Texas",earthquake,1.056180369,0.7831691669,0.2,15,reviewed,tx,tx
2022-03-24T07:03:03.449Z,36.1483,139.3103,115.36,4.5,mb,,123,0.972,1.1,us,us7000gwsk,2022-04-05T04:30:52.706Z,"6 km SSE of Fukayach?, Japan",earthquake,5.6,7.2,0.11,24,reviewed,us,us
2022-03-24T06:02:40.520Z,19.0615,-65.31,49,3.59,md,18,294,0.7545,0.46,pr,pr2022083002,2022-03-24T07:25:09.166Z,"83 km N of Culebra, Puerto Rico",earthquake,4.25,9.65,0.07,11,reviewed,pr,pr
2022-03-24T05:55:35.867Z,62.9435,-151.2631,104.8,2.9,ml,,,,0.6,ak,ak0223tcwu3z,2022-03-25T05:50:18.204Z,"55 km NNW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-24T05:42:18.790Z,19.0245,-65.2858,66,3.68,md,14,298,0.717,0.69,pr,pr2022083001,2022-03-24T07:52:29.040Z,"79 km N of Culebra, Puerto Rico",earthquake,9.11,14.38,0.09,8,reviewed,pr,pr
2022-03-24T05:35:35.512Z,31.75968336,-104.6289788,7.905419922,2.9,ml,14,103,0.09777683457,0.2,tx,tx2022fugi,2022-04-07T19:25:33.917Z,"51 km SSW of Whites City, New Mexico",earthquake,1.941481124,2.256890204,0.1,13,reviewed,tx,tx
2022-03-24T04:34:48.212Z,31.60933161,-104.5202005,6.414355469,3.1,ml,21,83,0.06163938005,0.2,tx,tx2022fuei,2022-03-25T23:06:09.349Z,"64 km SSW of Whites City, New Mexico",earthquake,1.536417946,1.473534012,0.1,11,reviewed,tx,tx
2022-03-24T04:23:47.490Z,-34.0631,-179.187,35,4.4,mb,,203,5.147,0.86,us,us7000gy63,2022-03-30T23:05:21.040Z,"south of the Kermadec Islands",earthquake,12.8,2,0.139,15,reviewed,us,us
2022-03-24T04:11:53.802Z,37.8092,141.8194,51.74,4.5,mb,,121,3.033,0.46,us,us7000gwrp,2022-03-30T21:03:24.040Z,"80 km ENE of Namie, Japan",earthquake,7.4,6.1,0.113,23,reviewed,us,us
2022-03-24T03:09:40.380Z,17.8345,-66.8835,13.71,3.04,md,26,228,,0.14,pr,pr71341698,2022-03-24T06:05:57.210Z,"15 km S of Guánica, Puerto Rico",earthquake,0.52,0.31,0.246606762197237,12,reviewed,pr,pr
2022-03-24T03:08:03.926Z,13.9395,144.6657,149.77,4.5,mb,,70,0.399,0.28,us,us7000gy60,2022-03-30T20:48:58.040Z,"50 km NNW of Dededo Village, Guam",earthquake,12.5,6,0.118,21,reviewed,us,us
2022-03-24T03:05:03.549Z,18.8942,145.4357,239.72,4.4,mb,,87,5.303,0.58,us,us7000gwrc,2022-03-30T04:59:12.040Z,"Pagan region, Northern Mariana Islands",earthquake,10,6.5,0.089,36,reviewed,us,us
2022-03-24T02:59:53.805Z,-2.3433,134.2019,26.47,4.4,mb,,150,2.033,0.87,us,us7000gy5z,2022-03-30T04:52:46.040Z,"164 km S of Manokwari, Indonesia",earthquake,11.8,7.6,0.19,8,reviewed,us,us
2022-03-24T02:26:53.119Z,-6.9376,129.5539,129.73,4.7,mb,,87,2.017,0.77,us,us7000gy62,2022-03-30T04:24:06.040Z,"Banda Sea",earthquake,8.7,9.7,0.275,7,reviewed,us,us
2022-03-24T01:45:29.520Z,17.2841,-67.7431,10,3.39,md,11,247,0.9607,0.28,pr,pr2022083000,2022-03-24T02:57:43.512Z,"96 km SW of Pole Ojea, Puerto Rico",earthquake,3.18,4.77,0.14,4,reviewed,pr,pr
2022-03-24T01:35:54.006Z,-13.7026,167.7215,258.32,4.6,mb,,153,1.805,0.37,us,us7000gy5y,2022-03-30T04:03:21.040Z,"26 km NE of Sola, Vanuatu",earthquake,14.1,6.1,0.173,10,reviewed,us,us
2022-03-24T01:34:04.202Z,4.9824,-76.3122,93.71,4.7,mb,,68,1.431,0.52,us,us7000gwqz,2022-03-30T03:54:25.040Z,"12 km NW of San José del Palmar, Colombia",earthquake,7.2,2.6,0.079,49,reviewed,us,us
2022-03-24T00:38:26.347Z,23.4506,121.4994,22.22,5.2,mww,,55,0.194,0.61,us,us7000gwqp,2022-04-02T22:33:11.036Z,"59 km S of Hualien City, Taiwan",earthquake,5.5,3.7,0.071,19,reviewed,us,us
2022-03-24T00:38:12.971Z,23.4205,121.5257,18.84,4.1,mb,,100,0.211,0.71,us,us7000gwqn,2022-04-02T04:13:03.040Z,"62 km S of Hualien City, Taiwan",earthquake,4,4.7,0.107,24,reviewed,us,us
2022-03-24T00:36:22.030Z,17.2936666666667,-67.7265,14.67,3.28,md,17,265,,0.2,pr,pr71341673,2022-04-02T04:05:43.040Z,"94 km SW of Pole Ojea, Puerto Rico",earthquake,2.33,4.63,0.236421858832249,14,reviewed,pr,pr
2022-03-23T23:54:42.711Z,-0.6878,133.5495,10,4.8,mb,,87,2.569,0.44,us,us7000gwqh,2022-04-02T04:04:00.040Z,"60 km WNW of Manokwari, Indonesia",earthquake,9,1.8,0.072,60,reviewed,us,us
2022-03-23T23:50:52.118Z,38.9903,141.583,80.05,4.4,mb,,139,1.84,0.73,us,us7000gwqg,2022-04-02T03:53:15.040Z,"14 km SW of ?funato, Japan",earthquake,3,8.2,0.082,43,reviewed,us,us
2022-03-23T23:33:15.067Z,14.1052,119.3867,10,4.6,mb,,108,8.914,0.66,us,us7000gy4f,2022-03-30T03:51:42.040Z,"75 km WNW of Cabra, Philippines",earthquake,5.7,1.8,0.072,58,reviewed,us,us
2022-03-23T23:15:59.010Z,-23.6597,-175.3329,10,5,mb,,116,6.041,0.8,us,us7000gwqb,2022-04-02T03:42:35.040Z,"260 km S of ‘Ohonua, Tonga",earthquake,7,1.6,0.093,37,reviewed,us,us
2022-03-23T23:06:43.095Z,37.9546,141.9897,49.46,4.4,mb,,121,2.92,0.92,us,us7000gwq8,2022-03-30T04:05:54.040Z,"79 km SE of Ishinomaki, Japan",earthquake,8,6.8,0.095,32,reviewed,us,us
2022-03-23T23:00:48.590Z,17.81,-66.8748333333333,7.5,2.85,md,22,235,,0.21,pr,pr71341653,2022-04-02T03:02:57.040Z,"18 km S of Guánica, Puerto Rico",earthquake,1.03,1.58,0.243139882673127,7,reviewed,pr,pr
2022-03-23T22:53:27.719Z,26.8022,126.3877,10,5.1,mww,,33,1.684,0.53,us,us7000gwq4,2022-04-02T03:00:03.040Z,"144 km WNW of Naha, Japan",earthquake,6.4,1.7,0.071,19,reviewed,us,us
2022-03-23T22:20:37.500Z,17.8045,-66.8816666666667,7.48,2.82,md,26,237,,0.19,pr,pr71341638,2022-03-23T22:47:54.830Z,"18 km S of Guánica, Puerto Rico",earthquake,0.89,1.32,0.157250342617708,14,reviewed,pr,pr
2022-03-23T21:57:00.142Z,-15.0825,167.4442,115,6,mww,,20,0.43,0.72,us,us7000gwpw,2022-04-01T05:07:21.219Z,"40 km E of Port-Olry, Vanuatu",earthquake,8.3,1.8,0.039,63,reviewed,us,us
2022-03-23T21:06:07.104Z,-8.6693,-80.3958,10,4.3,mb,,128,2.5,0.71,us,us7000gwpk,2022-04-01T04:00:06.040Z,"149 km WSW of Santiago de Cao, Peru",earthquake,8.3,1.8,0.154,12,reviewed,us,us
2022-03-23T20:47:31.827Z,-23.4763,-175.323,10,5.4,mww,,56,6.214,0.91,us,us7000gwpf,2022-03-30T19:22:21.214Z,"240 km S of ‘Ohonua, Tonga",earthquake,10.2,1.8,0.065,23,reviewed,us,us
2022-03-23T20:45:27.969Z,23.4167,121.5519,10,4.7,mb,,72,0.235,0.67,us,us7000gwpd,2022-03-30T19:09:07.040Z,"62 km S of Hualien City, Taiwan",earthquake,6.1,1.8,0.073,56,reviewed,us,us
2022-03-23T20:07:11.902Z,14.1835,119.4056,10,4.6,mb,,105,8.993,0.48,us,us7000gwmn,2022-03-30T18:54:31.040Z,"76 km WNW of Cabra, Philippines",earthquake,6.4,1.8,0.074,58,reviewed,us,us
2022-03-23T19:42:12.336Z,51.4967,-175.986,40.76,4.2,mb,,136,0.581,1.14,us,us7000gy46,2022-03-30T18:48:37.040Z,"61 km SE of Adak, Alaska",earthquake,8.4,3.3,0.088,36,reviewed,us,us
2022-03-23T19:40:41.764Z,18.8006,-74.1025,10,5.1,mww,,37,1.373,0.52,us,us7000gwly,2022-04-01T14:05:11.551Z,"16 km N of Jérémie, Haiti",earthquake,4.4,1.8,0.043,53,reviewed,us,us
2022-03-23T19:37:49.973Z,51.5704,-176.0557,45,3.9,mb,,141,0.5,0.87,us,us7000gy45,2022-03-30T18:17:47.040Z,"52 km SE of Adak, Alaska",earthquake,3.9,8.7,0.112,21,reviewed,us,us
2022-03-23T19:30:44.918Z,2.8161,-94.8841,10,4.3,mb,,135,17.03,0.75,us,us7000gy44,2022-03-30T18:09:54.040Z,"Galapagos Islands, Ecuador region",earthquake,13.5,1.8,0.099,29,reviewed,us,us
2022-03-23T19:30:28.031Z,26.8516,126.4253,10,4.1,mb,,75,1.65,0.84,us,us7000gy43,2022-03-30T17:48:31.040Z,"143 km WNW of Naha, Japan",earthquake,8.2,1.9,0.166,10,reviewed,us,us
2022-03-23T19:20:21.723Z,26.8376,126.4242,10,4.5,mb,,63,1.651,0.76,us,us7000gy4e,2022-03-30T17:43:02.040Z,"143 km WNW of Naha, Japan",earthquake,6.9,1.8,0.106,26,reviewed,us,us
2022-03-23T18:45:12.829Z,60.2258,-153.0911,148,4.7,ml,,,,0.51,ak,ak0223rx1xl8,2022-03-30T17:06:49.040Z,"67 km E of Port Alsworth, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-23T18:25:04.506Z,38.0393,72.6395,121.24,4.3,mb,,61,1.582,0.31,us,us7000gwkz,2022-03-30T16:54:49.040Z,"",earthquake,4.1,7.7,0.098,30,reviewed,us,us
2022-03-23T18:11:22.945Z,26.8414,126.3654,10,5.3,mww,,43,1.704,0.99,us,us7000gwkw,2022-03-30T16:30:18.040Z,"148 km WNW of Naha, Japan",earthquake,6.4,1.8,0.054,33,reviewed,us,us
2022-03-23T17:10:33.967Z,41.1789,43.9979,10,4,mb,,60,0.982,0.96,us,us7000gwkp,2022-03-30T15:59:46.040Z,"19 km W of Metsavan, Armenia",earthquake,4,1.9,0.164,12,reviewed,us,us
2022-03-23T16:41:43.376Z,-58.4216,-24.8554,10,4.4,mb,,66,7.674,1.15,us,us7000gy4b,2022-03-31T04:28:34.040Z,"South Sandwich Islands region",earthquake,9.8,1.9,0.189,8,reviewed,us,us
2022-03-23T16:36:04.769Z,-24.4303,-69.4092,70.07,4.1,mb,,85,0.926,0.96,us,us6000h6y7,2022-03-31T04:17:35.040Z,"132 km SE of Antofagasta, Chile",earthquake,6.8,7.3,0.301,3,reviewed,us,us
2022-03-23T16:29:35.171Z,1.8424,127.3138,119.66,4.8,mb,,48,1.064,0.63,us,us6000h6y6,2022-03-31T04:13:06.040Z,"78 km W of Tobelo, Indonesia",earthquake,7.3,5.2,0.054,105,reviewed,us,us
2022-03-23T16:00:10.106Z,-33.7413,-179.1218,10,4.7,mb,,153,4.349,1.07,us,us6000h6y1,2022-03-31T04:04:28.040Z,"south of the Kermadec Islands",earthquake,11.3,1.8,0.114,24,reviewed,us,us
2022-03-23T15:35:25.246Z,-20.384,67.9827,10,4.5,mb,,84,11.481,1.13,us,us7000gy3z,2022-03-31T03:57:20.040Z,"Mid-Indian Ridge",earthquake,13.5,1.9,0.124,19,reviewed,us,us
2022-03-23T15:19:53.054Z,-19.4737,-69.2977,99.56,4.2,mwr,,99,0.217,0.91,us,us6000h6xt,2022-03-31T03:48:41.040Z,"121 km NE of Iquique, Chile",earthquake,5.6,3.9,0.075,17,reviewed,us,us
2022-03-23T15:11:30.140Z,22.6558,144.2282,35,4.5,mb,,76,14.123,0.84,us,us7000gy3y,2022-03-31T03:42:43.040Z,"Volcano Islands, Japan region",earthquake,12.9,2,0.081,45,reviewed,us,us
2022-03-23T13:26:09.810Z,17.9053333333333,-66.8716666666667,15.1,2.69,md,15,199,,0.13,pr,pr71341618,2022-03-23T13:41:49.480Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.59,0.43,0.167883845829418,10,reviewed,pr,pr
2022-03-23T12:34:06.026Z,42.3451,-126.3677,10,2.8,ml,,271,1.784,0.45,us,us6000h6x7,2022-04-08T06:32:35.040Z,"159 km WSW of Port Orford, Oregon",earthquake,10.6,2,0.044,68,reviewed,us,us
2022-03-23T12:03:27.937Z,28.90411377,-97.99804688,11.12691243,2.6,ml,14,80,0.04562015395,0.3,tx,tx2022fsxq,2022-04-08T06:30:24.040Z,"8 km SSE of Falls City, Texas",earthquake,1.56248319,1.697474105,0,7,reviewed,tx,tx
2022-03-23T12:02:54.213Z,19.3607,122.3017,10,5.1,mww,,92,3.624,0.69,us,us6000h6x6,2022-04-08T06:27:07.009Z,"95 km N of San Vicente, Philippines",earthquake,8,1.9,0.056,31,reviewed,us,us
2022-03-23T11:57:30.036Z,-22.9295,172.4228,10,5.2,mb,,126,4.603,0.98,us,us6000h6x2,2022-04-08T06:21:14.801Z,"southeast of the Loyalty Islands",earthquake,9.6,1.9,0.11,27,reviewed,us,us
