X,Y,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM,OBJECTID
-77.0118319528176,38.8701896946211,                                                                                                                                                                                                        ,"113 Potomac Avenue Southwest, Washington, District of Columbia 20024                                                                                                                                    ",Vermeer - 113 Potomac Ave SW,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,50,38.87018191,-77.01182967,0,25,25,0,0,                                                  ,277738,398973.42,133595.33,113 POTOMAC AVENUE SW,2022/04/04 05:00:58+00,81378
-77.0344164537484,38.9233541283533,                                                                                                                                                                                                        ,"1460 Euclid Street Northwest, Washington, District of Columbia 20009                                                                                                                                    ",EucKal - 1460 Euclid St,Pipeline                                                                                                                                                                                                ,DCHFA DHCD                                                                                                                                                                                              ,25,38.92334667,-77.03441416,25,0,0,0,0,                                                  ,234211,397015.76,139497.5,1460 EUCLID STREET NW,2022/04/04 05:00:58+00,81379
-77.0160584118731,38.9737503134615,                                                                                                                                                                                                        ,"218 Vine Street Northwest, Washington, District of Columbia 20012                                                                                                                                       ",218 Vine Street - 9%,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,37,38.97374251,-77.01605612,0,37,0,0,0,                                                  ,300685,398608.67,145091.49,218 VINE STREET NW,2022/04/04 05:00:58+00,81380
-76.999879859602,38.8270316719439,                                                                                                                                                                                                        ,"4232 4th Street Southeast, Washington, District of Columbia 20032                                                                                                                                       ",Cascade Park 2019 - 9%,Under Construction                                                                                                                                                                                      ,DCHFA DHCD                                                                                                                                                                                              ,73,38.8270239,-76.99987758,19,35,10,9,0,                                                  ,149605,400010.63,128804.42,4232 4TH STREET SE,2022/04/04 05:00:58+00,81381
-76.9924918174687,38.9040230088274,                                                                                                                                                                                                        ,"1006 Florida Avenue Northeast, Washington, District of Columbia 20002                                                                                                                                   ","Florida Ave. Flats, 1006 Florida Ave. NE",Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,1,38.90401555,-76.99248954,0,0,0,1,0,                                                  ,76374,400651.45,137351.05,1006 FLORIDA AVENUE NE,2022/04/04 05:00:58+00,81382
-76.9809717595872,38.8615685029013,                                                                                                                                                                                                        ,"2336 Green Street Southeast, Washington, District of Columbia 20020                                                                                                                                     ",2336 Green Street SE,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,0,38.86156072,-76.98096948,0,0,0,0,0,                                                  ,48307,401651.67,132638.42,2336 GREEN STREET SE,2022/04/04 05:00:58+00,81383
-76.9728268341222,38.930356580959,                                                                                                                                                                                                        ,"2365 Rhode Island Avenue Northeast, Washington, District of Columbia 20018                                                                                                                              ",2365 Rhode Island Ave. NE,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,0,38.93034879,-76.97282456,0,0,0,0,0,                                                  ,48109,402356.3,140274.62,2365 RHODE ISLAND AVENUE NE,2022/04/04 05:00:58+00,81384
-76.9876393773207,38.8611595808191,                                                                                                                                                                                                        ,"2352 High Street Southeast, Washington, District of Columbia 20020                                                                                                                                      ","2352-2360 High Street, SE",Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,21,38.8611518,-76.9876371,0,14,0,7,0,                                                  ,,401072.989742306,132592.927209029,,2022/04/04 05:00:58+00,81385
-76.9729993549188,38.8475450382736,                                                                                                                                                                                                        ,"2200 Savannah Street Southeast, Washington, District of Columbia 20020                                                                                                                                  ",Ridgecrest Village Apartments - Ph 1,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,125,38.84753759,-76.97299708,28,35,57,5,0,                                                  ,150312,402344.06,131081.89,2200 SAVANNAH STREET SE,2022/04/04 05:00:58+00,81386
-77.0206926315855,38.9139230305911,                                                                                                                                                                                                        ,"614 S Street Northwest, Washington, District of Columbia 20001                                                                                                                                          ",S Street Village,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,80,38.91391557,-77.02069034,0,80,0,0,0,                                                  ,279855,398205.59,138450.21,614 S STREET NW,2022/04/04 05:00:58+00,81387
-77.0240058035203,38.9410174955689,                                                                                                                                                                                                        ,"800 Taylor Street Northwest, Washington, District of Columbia 20011                                                                                                                                     ",Small Rental Preservation Project - Phase II,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,44,38.9410097,-77.02400351,11,17,16,0,0,                                                  ,,397919.039819237,141457.997610891,,2022/04/04 05:00:58+00,81388
,,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,South Place Apartments,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,0,,,0,0,0,0,0,                                                  ,,,,,2022/04/04 05:00:58+00,81389
-77.0959356144743,38.9174406181308,Ward 3                                                                                                                                                                                                  ,"4865 Macarthur Boulevard Northwest, Washington, District of Columbia 20007                                                                                                                              ",Balfour at Palisades,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,11,38.91743283,-77.0959333,0,0,1,10,0,                                                  ,,391680.409983902,138844.85985586,,2022/04/04 05:00:58+00,81390
-77.0330322897406,38.9395751587646,Ward 4                                                                                                                                                                                                  ,"3934 14th Street Northwest, Washington, District of Columbia 20011                                                                                                                                      ",14th Street Condos,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.93956736,-77.03302999,0,0,1,0,0,                                                  ,284808,397136.44,141298.13,3934 14TH STREET NW,2022/04/04 05:00:58+00,81391
-76.9976525505241,38.9087241437515,Ward 5                                                                                                                                                                                                  ,"1329 5th Street NE, Washington, District of Columbia 20002                                                                                                                                              ",Union Market PUD North Building,Under Construction                                                                                                                                                                                      ,DHCD OP                                                                                                                                                                                                 ,31,38.90871669,-76.99765027,0,7,7,17,0,14-12E                                            ,301991,400203.8,137872.89,1309 5TH STREET NE,2022/04/04 05:00:58+00,81392
-77.0278369936438,38.9200811746173,Ward 1                                                                                                                                                                                                  ,"2237 12th Street Northwest, Washington, District of Columbia 20009                                                                                                                                      ",2237 12th St NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.92007338,-77.0278347,0,1,0,0,0,                                                  ,238959,397586.19,139133.98,2237 12TH STREET NW,2022/04/04 05:00:58+00,81393
-77.0278542034648,38.9201527867213,Ward 1                                                                                                                                                                                                  ,"2243 12th Street Northwest, Washington, District of Columbia 20009                                                                                                                                      ",2241-2243 12th Street Northwest,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.920145,-77.02785191,0,0,1,0,0,                                                  ,218122,397584.7,139141.93,2243 12TH STREET NW,2022/04/04 05:00:58+00,81394
-76.9914940303602,38.9337120516723,Ward 5                                                                                                                                                                                                  ,"1036 Newton Street NE, Washington, District of Columbia 20017                                                                                                                                           ",1036 Newton Street NE,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.93370459,-76.99149175,0,1,0,0,0,                                                  ,74999,400737.69,140646.79,1036 NEWTON STREET NE,2022/04/04 05:00:58+00,81395
-76.9920652359556,38.9228110414426,Ward 5                                                                                                                                                                                                  ,"1002 Rhode Island Avenue Northeast, Washington, District of Columbia 20018                                                                                                                              ",1002 Rhode Island Avenue Northeast,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.92280358,-76.99206295,0,0,0,1,0,                                                  ,76233,400688.27,139436.68,1002 RHODE ISLAND AVENUE NE,2022/04/04 05:00:58+00,81396
-77.0160918630877,38.974194752546,Ward 4                                                                                                                                                                                                  ,"225 Vine Street Northwest, Washington, District of Columbia 20012                                                                                                                                       ",225 Vine Street Northwest,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,3,38.97418695,-77.01608957,0,1,2,0,0,                                                  ,,398605.780010951,145140.827495499,,2022/04/04 05:00:58+00,81397
-77.0265459518412,38.9446018164243,                                                                                                                                                                                                        ,"4412 Georgia Avenue Northwest, Washington, District of Columbia 20011                                                                                                                                   ",4412 Georgia Avenue Northwest,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,2,38.94459435,-77.02654366,0,0,2,0,0,                                                  ,252628,397698.94,141855.95,4412 GEORGIA AVENUE NW,2022/04/04 05:00:58+00,81398
-76.9761494499296,38.8698803119658,Ward 8                                                                                                                                                                                                  ,"1625 21st Place Southeast, Washington, District of Columbia 20020                                                                                                                                       ",21st Place Flats,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,2,38.86987286,-76.97614718,0,0,2,0,0,                                                  ,59242,402069.96,133561.19,1625 21ST PLACE SE,2022/04/04 05:00:58+00,81399
-77.0246022986906,38.9167092716077,Ward 1                                                                                                                                                                                                  ,"1999 9 1/2 Street Northwest, Washington, District of Columbia 20001                                                                                                                                     ",The Fold,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,9,38.91670148,-77.02460001,0,5,0,4,0,                                                  ,318771,397866.6,138759.59,1999 9 1/2 STREET NW,2022/04/04 05:00:58+00,81400
-76.9994864937957,38.8382336042188,Ward 8                                                                                                                                                                                                  ,"426 Woodcrest Drive Southeast, Washington, District of Columbia 20032                                                                                                                                   ",426 Woodcrest Drive Southeast,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,0,38.83822616,-76.99948421,0,0,0,0,0,                                                  ,307621,400044.78,130047.91,426 WOODCREST DRIVE SE,2022/04/04 05:00:58+00,81401
-77.037316451591,38.9084707481742,Ward 2                                                                                                                                                                                                  ,"1328 16th Street Northwest, Washington, District of Columbia 20036                                                                                                                                      ",1650 O Street Northwest (1328 16th St NW),Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,8,38.90846296,-77.03731416,0,1,7,0,0,                                                  ,279074,396763.61,137845.42,1328 16TH STREET NW,2022/04/04 05:00:58+00,81402
-76.9777188393532,38.9011685395631,Ward 5                                                                                                                                                                                                  ,"840 18th Street NE, Washington, District of Columbia 20002                                                                                                                                              ",840 18th Street NE,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,4,38.90116108,-76.97771656,0,4,0,0,0,                                                  ,81313,401932.92,137034.39,840 18TH STREET NE,2022/04/04 05:00:58+00,81403
-76.9374783368664,38.8916770417751,Ward 7                                                                                                                                                                                                  ,"4501 Blaine Street Northeast, Washington, District of Columbia 20019                                                                                                                                    ",Residences at Benning Road (4501 Blaine St NE),Pipeline                                                                                                                                                                                                ,DCHFA DHCD                                                                                                                                                                                              ,156,38.89166925,-76.93747607,0,0,156,0,0,                                                  ,334867,405424.2,135982.38,4501 BLAINE STREET NE,2022/04/04 05:00:58+00,81404
-76.9798561839061,38.903273369871,                                                                                                                                                                                                        ,"1019 17th Place Northeast, Washington, District of Columbia 20002                                                                                                                                       ",1019 17th Place NE,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.90326591,-76.97985391,0,0,0,1,0,                                                  ,75491,401747.47,137268,1019 17TH PLACE NE,2022/04/04 05:00:58+00,81405
-77.0266696022566,38.9174447087279,                                                                                                                                                                                                        ,"2005 11th Street Northwest, Washington, District of Columbia 20001                                                                                                                                      ",2005 11th Street Northwest,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,3,38.91743692,-77.02666731,0,0,0,3,0,                                                  ,334983,397687.34,138841.28,2005 11TH STREET NW,2022/04/04 05:00:58+00,81406
-76.96630862334,38.9236202665224,Ward 5                                                                                                                                                                                                  ,"2601 30th Street Northeast, Washington, District of Columbia 20018                                                                                                                                      ",2601 30th Street Northeast,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,1,38.92361281,-76.96630635,0,1,0,0,0,                                                  ,45938,402921.75,139527.02,2601 30TH STREET NE,2022/04/04 05:00:58+00,81407
-76.9861488105429,38.8449865988079,                                                                                                                                                                                                        ,"1351 Alabama Avenue Southeast, Washington, District of Columbia 20032                                                                                                                                   ",Malcolm X School Site,Pipeline                                                                                                                                                                                                ,DMPED                                                                                                                                                                                                   ,180,38.84497916,-76.98614653,45,75,60,0,0,                                                  ,289201,401202.63,130797.63,1351 ALABAMA AVENUE SE,2022/04/04 05:00:58+00,81408
-76.9910415752544,38.9226156670298,                                                                                                                                                                                                        ,"1009 Rhode Island Avenue Northeast, Washington, District of Columbia 20018                                                                                                                              ",1009 Rhode Island Ave. NE,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,1,38.92260821,-76.99103929,0,0,0,1,0,                                                  ,75934,400777.04,139415,1009 RHODE ISLAND AVENUE NE,2022/04/04 05:00:58+00,81409
-77.0291589631343,38.9581639613532,                                                                                                                                                                                                        ,"1212 Madison Street Northwest, Washington, District of Columbia 20011                                                                                                                                   ",1212 Madison Street NW,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.9581565,-77.02915667,0,0,0,1,0,                                                  ,253104,397472.9,143361.54,1212 MADISON STREET NW,2022/04/04 05:00:58+00,81410
-77.0276871361321,38.9359538601883,                                                                                                                                                                                                        ,"1015 Spring Road Northwest, Washington, District of Columbia 20010                                                                                                                                      ",The Rows at Spring Flats,Under Construction                                                                                                                                                                                      ,DMPED DHCD                                                                                                                                                                                              ,3,38.93594607,-77.02768484,0,0,0,0,3,                                                  ,320397,397599.72,140895.98,1015 SPRING ROAD NW,2022/04/04 05:00:58+00,81411
-77.0129493153822,38.8641347304777,Ward 6                                                                                                                                                                                                  ,"2100 2nd Street Southwest, Washington, District of Columbia 20593                                                                                                                                       ",2100 2nd Street SW,Under Construction                                                                                                                                                                                      ,DHCD OP                                                                                                                                                                                                 ,7,38.86412695,-77.01294703,0,4,3,0,0,17-05                                             ,,398876.359810045,132923.197592705,,2022/04/04 05:00:58+00,81412
-77.0950423270453,38.9457494316876,Ward 3                                                                                                                                                                                                  ,"4330 48th Street Northwest, Washington, District of Columbia 20016                                                                                                                                      ",Spring Valley Shopping Center (The Ladybird),Pipeline                                                                                                                                                                                                ,OP                                                                                                                                                                                                      ,30,38.94574197,-77.09504001,0,0,30,0,0,19-10                                             ,269574,391761.15,141987.3,4330 48TH STREET NW,2022/04/04 05:00:58+00,81413
-77.0111144338722,38.9074470655705,Ward 5                                                                                                                                                                                                  ,"57 N Street Northwest, Washington, District of Columbia 20001                                                                                                                                           ",Chapman Stables,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,11,38.90744,-77.011112,0,6,0,5,0,                                                  ,237047,399036.19,137731.18,57 N STREET NW,2022/04/04 05:00:58+00,81414
-77.013498981407,38.9246988551016,Ward 1                                                                                                                                                                                                  ,"2500 1st Street Northwest, Washington, District of Columbia 20001                                                                                                                                       ",McMillan Reservoir Parcel 2,Under Construction                                                                                                                                                                                      ,DMPED DHCD OP                                                                                                                                                                                           ,134,38.92468879,-77.0134335,0,11,85,38,0,13-14                                             ,284402,398829.65,139646.3,2500 1ST STREET NW,2022/04/04 05:00:58+00,81415
-77.0042902722927,38.8744500193238,                                                                                                                                                                                                        ,"139 N Street Southeast, Washington, District of Columbia 20003                                                                                                                                          ",The Yards - Parcel I,Under Construction                                                                                                                                                                                      ,OP                                                                                                                                                                                                      ,70,38.87444224,-77.00428799,0,0,70,0,0,18-20                                             ,319666,399627.91,134068.2,139 N STREET SE,2022/04/04 05:00:58+00,81416
-77.0094260129778,38.9105144656579,Ward 5                                                                                                                                                                                                  ,"1532 North Capitol Street Northwest, Washington, District of Columbia 20001                                                                                                                             ",1532 North Capitol NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.91048251,-77.0093542,0,1,1,0,0,                                                  ,218336,399182.67,138071.67,1532 NORTH CAPITOL STREET NW,2022/04/04 05:00:58+00,81417
-76.9912244185932,38.8789827940885,Ward 6                                                                                                                                                                                                  ,"900 11th St SE, Washington, District of Columbia 20003                                                                                                                                                  ",Kipling House,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,5,38.878877,-76.991104,0,3,0,2,0,                                                  ,156006,400761.65,134571.4,900 11TH STREET SE,2022/04/04 05:00:58+00,81418
-76.9952899549871,38.8939750480553,Ward 6                                                                                                                                                                                                  ,"300 8th St NE, Washington, District of Columbia 20002                                                                                                                                                   ",300 8th St NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,6,38.89396726,-76.99528767,0,1,0,5,0,                                                  ,42709,400408.8,136235.63,300 8TH STREET NE,2022/04/04 05:00:58+00,81419
-77.0078641266573,38.8755908371958,Ward 6                                                                                                                                                                                                  ,"1201 Half St SE, Washington, District of Columbia 20003                                                                                                                                                 ",West Half St,Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,14,38.87558305,-77.00786184,0,3,3,8,0,08-30B                                            ,309535,399317.8,134194.86,1201 HALF STREET SE,2022/04/04 05:00:58+00,81420
-77.0808362050192,38.9504005555198,Ward 3                                                                                                                                                                                                  ,"4620 Wisconsin Avenue Northwest, Washington, District of Columbia 20016                                                                                                                                 ",4620 Wisconsin Avenue NW,Under Construction                                                                                                                                                                                      ,DHCD OP                                                                                                                                                                                                 ,13,38.95048471,-77.08087264,0,0,13,0,0,16-26                                             ,264432,392993.11,142502.43,4620 WISCONSIN AVENUE NW,2022/04/04 05:00:58+00,81421
