X,Y,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM,OBJECTID
-77.0082937354485,38.9051980049698,Ward 6                                                                                                                                                                                                  ,"1133 North Capitol Street Northeast, Washington, District of Columbia 20002                                                                                                                             ",DCHA Headquarters,Pipeline                                                                                                                                                                                                ,DCHA                                                                                                                                                                                                    ,244,38.90507299,-77.00824428,122,0,122,0,0,                                                  ,149791,399280.82,137481.49,1133 NORTH CAPITOL STREET NE,2022/04/04 05:00:58+00,81110
-76.9309117905207,38.8764859208193,Ward 7                                                                                                                                                                                                  ,"5078 Benning Road Southeast, Washington, District of Columbia 20019                                                                                                                                     ",Delta Commons (Partner Arms 4),Completed 2015 to Date                                                                                                                                                                                  ,DCHA DHCD                                                                                                                                                                                               ,36,38.87647629,-76.93088522,12,0,24,0,0,                                                  ,278556,405995.15,134296.46,5078 BENNING ROAD SE,2022/04/04 05:00:58+00,81111
-77.0143017620435,38.9052762469642,Ward 6                                                                                                                                                                                                  ,"216 New York Ave NW, Washington, District of Columbia 20001                                                                                                                                             ",SOME Scattered Site Phase II,Completed 2015 to Date                                                                                                                                                                                  ,DCHA DCHFA DHCD                                                                                                                                                                                         ,98,38.90526879,-77.01429947,69,29,0,0,0,                                                  ,285530,398759.7,137490.24,216 NEW YORK AVENUE NW,2022/04/04 05:00:58+00,81112
-77.0080262040655,38.830932603009,Ward 8                                                                                                                                                                                                  ,"4001 South Capitol Street Southwest, Washington, District of Columbia 20032                                                                                                                             ",South Capitol Multi-Family Building,Completed 2015 to Date                                                                                                                                                                                  ,DCHA DCHFA DHCD                                                                                                                                                                                         ,195,38.83092483,-77.00802392,78,78,39,0,0,                                                  ,276615,399303.3,129237.48,4001 SOUTH CAPITOL STREET SW,2022/04/04 05:00:58+00,81113
-77.0296271390809,38.8820673517721,Ward 6                                                                                                                                                                                                  ,"1300 Maine Ave SW, Washington, District of Columbia 20024                                                                                                                                               ",The Wharf Phase I,Completed 2015 to Date                                                                                                                                                                                  ,DMPED OP                                                                                                                                                                                                ,185,38.88212423,-77.02959894,63,0,73,49,0,11-03A                                            ,302192,397429.58,134914.19,1300 MAINE AVENUE SW,2022/04/04 05:00:58+00,81114
-77.0322341031854,38.9089791606255,Ward 2                                                                                                                                                                                                  ,"1400 14th St NW, Washington, District of Columbia 20005                                                                                                                                                 ",Mai Place,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,4,38.90897171,-77.03223181,0,0,0,4,0,                                                  ,240221,397204.44,137901.69,1400 14TH STREET NW,2022/04/04 05:00:58+00,81115
-77.0146812930719,38.8761275300113,Ward 6                                                                                                                                                                                                  ,"222 M St SW, Washington, District of Columbia 20024                                                                                                                                                     ",St. Matthews Redevelopment,Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,23,38.87604341,-77.01472774,0,0,0,23,0,11-13                                             ,277791,398726.26,134254.51,222 M STREET SW,2022/04/04 05:00:58+00,81116
-76.9937181117294,38.9305431599895,Ward 5                                                                                                                                                                                                  ,"3300 9th Street Northeast, Washington, District of Columbia 20017                                                                                                                                       ",Brookland Station,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.93054362,-76.99365805,0,1,0,0,0,                                                  ,312213,400544.88,140295,3300 9TH STREET NE,2022/04/04 05:00:58+00,81117
-76.9757361880214,38.8693062110516,Ward 8                                                                                                                                                                                                  ,"2109 R Street, SE, Washington, District of Columbia                                                                                                                                                     ","2109 R Street, SE",Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.86927055,-76.97564416,0,1,0,1,0,                                                  ,51771,402105.84,133497.47,2109 R STREET SE,2022/04/04 05:00:58+00,81118
-76.9991139211019,38.8999770529522,Ward 6                                                                                                                                                                                                  ,"501 H Street, NE, Washington, District of Columbia                                                                                                                                                      ","501 H Street, NE",Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,3,38.89995663,-76.99914507,0,3,0,0,0,14-14                                             ,15247,400077.06,136901.89,501 H STREET NE,2022/04/04 05:00:58+00,81119
-77.0399812275388,38.9213346724138,Ward 1                                                                                                                                                                                                  ,"2341 Ontario Road, NW, Washington, District of Columbia                                                                                                                                                 ","2341 Ontario Road, NW",Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,2,38.92132722,-77.03997893,0,1,0,1,0,                                                  ,305796,396533.11,139273.52,2341 ONTARIO ROAD NW,2022/04/04 05:00:58+00,81120
-76.9843341893087,38.900565152943,Ward 5                                                                                                                                                                                                  ,"1400 Florida Avenue Northeast, Washington, District of Columbia 20002                                                                                                                                   ",Delta Towers,Under Construction                                                                                                                                                                                      ,DCHFA DHCD                                                                                                                                                                                              ,179,38.9005577,-76.98433191,179,0,0,0,0,                                                  ,65280,401359.1,136967.29,1400 FLORIDA AVENUE NE,2022/04/04 05:00:58+00,81121
-77.0251760612908,38.9395303619657,Ward 4                                                                                                                                                                                                  ,"3930 Georgia Ave NW, Washington, District of Columbia 20011                                                                                                                                             ",Fahrenheit Condominiums,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,3,38.93943419,-77.02509369,0,0,0,3,0,                                                  ,284807,397817.54,141292.94,3930 GEORGIA AVENUE NW,2022/04/04 05:00:58+00,81122
-76.9580810673309,38.930162777839,Ward 5                                                                                                                                                                                                  ,"3043 Bladensburg Road Northeast, Washington, District of Columbia 20018                                                                                                                                 ",Fort Lincoln City Homes,Pipeline                                                                                                                                                                                                ,DMPED                                                                                                                                                                                                   ,6,38.93015532,-76.95807879,0,3,0,3,0,                                                  ,41234,403634.87,140253.59,3043 BLADENSBURG ROAD NE,2022/04/04 05:00:58+00,81123
-77.024319832457,38.9117569972749,Ward 6                                                                                                                                                                                                  ,"901 Rhode Island Ave NW, Washington, District of Columbia 20001                                                                                                                                         ",Phyllis Wheatley,Completed 2015 to Date                                                                                                                                                                                  ,DCHA DHCD                                                                                                                                                                                               ,84,38.91174954,-77.02431754,84,0,0,0,0,                                                  ,243262,397890.95,138209.84,901 RHODE ISLAND AVENUE NW,2022/04/04 05:00:58+00,81124
-76.9107442230726,38.8931479476575,Ward 7                                                                                                                                                                                                  ,"323 63rd Street Northeast, Washington, District of Columbia 20019                                                                                                                                       ","Pleasant Park Cooperative, Inc.",Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,41,38.89314049,-76.91074197,14,19,3,4,1,                                                  ,148655,407743.33,136147.59,323 63RD STREET NE,2022/04/04 05:00:58+00,81125
-77.0113968156725,38.8794787496571,Ward 6                                                                                                                                                                                                  ,"65 I Street Southwest, Washington, District of Columbia 20024                                                                                                                                           ",Randall School,Under Construction                                                                                                                                                                                      ,DMPED OP                                                                                                                                                                                                ,98,38.8794713,-77.01139453,0,0,6,92,0,07-13G                                            ,294466,399011.31,134626.48,65 I STREET SW,2022/04/04 05:00:58+00,81126
-77.020885714089,38.9334289850631,Ward 1                                                                                                                                                                                                  ,"3542 Warder Street Northwest, Washington, District of Columbia 20010                                                                                                                                    ",The Warder,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.93342153,-77.02088342,0,1,0,0,0,                                                  ,228805,398189.34,140615.54,3542 WARDER STREET NW,2022/04/04 05:00:58+00,81127
-77.0073565657485,38.8305700564161,Ward 8                                                                                                                                                                                                  ,"4016 South Capitol Street, SE, Washington, District of Columbia                                                                                                                                         ",4016 S. Capitol St SE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,7,38.83056262,-77.00735428,0,2,4,1,0,                                                  ,27895,399361.44,129197.23,4016 SOUTH CAPITOL STREET SE,2022/04/04 05:00:58+00,81128
-77.0147433016284,38.9737626477895,Ward 4                                                                                                                                                                                                  ,"6918 Willow Street Northwest, Washington, District of Columbia 20012                                                                                                                                    ",Willow & Maple,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,5,38.97346501,-77.01487435,0,3,0,2,0,                                                  ,311662,398722.63,145092.84,6918 WILLOW STREET NW,2022/04/04 05:00:58+00,81129
-76.9872016986326,38.8557835109344,Ward 8                                                                                                                                                                                                  ,"2400 Pomeroy Rd SE, Washington, District of Columbia                                                                                                                                                    ",Pomeroy Gardens,Completed 2015 to Date                                                                                                                                                                                  ,DCHFA DHCD                                                                                                                                                                                              ,60,38.855795,-76.987173,0,0,60,0,0,                                                  ,287017,401111.06,131996.15,2400 POMEROY ROAD SE,2022/04/04 05:00:58+00,81130
-77.0393898471316,38.9239804378117,Ward 1                                                                                                                                                                                                  ,"2524 17th Street Northwest, Washington, District of Columbia 20009                                                                                                                                      ",Glenn Arms,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,57,38.923773,-77.039379,45,2,10,0,0,                                                  ,235708,396584.52,139567.2,2524 17TH STREET NW,2022/04/04 05:00:58+00,81131
-76.9710601069912,38.8569661351148,Ward 8                                                                                                                                                                                                  ,"2412 Ainger Place Southeast, Washington, District of Columbia 20020                                                                                                                                     ",Ainger Place,Completed 2015 to Date                                                                                                                                                                                  ,DCHA DCHFA DHCD                                                                                                                                                                                         ,72,38.85695835,-76.97105784,18,54,0,0,0,                                                  ,287032,402512.07,132127.75,2412 AINGER PLACE SE,2022/04/04 05:00:58+00,81132
-76.999982700295,38.8312192582354,Ward 8                                                                                                                                                                                                  ,"400 Atlantic Street Southeast, Washington, District of Columbia 20032                                                                                                                                   ",Highland Dwellings,Completed 2015 to Date                                                                                                                                                                                  ,DCHA DCHFA                                                                                                                                                                                              ,208,38.831758,-76.9992367,208,0,0,0,0,                                                  ,290742,400001.7,129269.27,400 ATLANTIC STREET SE,2022/04/04 05:00:58+00,81133
-76.9737892743122,38.8825867856593,Ward 7                                                                                                                                                                                                  ,"300 19th St SE, Washington, District of Columbia 20003                                                                                                                                                  ",Hill East Phase I,Under Construction                                                                                                                                                                                      ,DMPED OP                                                                                                                                                                                                ,131,38.882579,-76.973787,115,0,16,0,0,16-03                                             ,,402274.372194321,134971.760364775,,2022/04/04 05:00:58+00,81134
-76.9954043664426,38.8858602170435,Ward 6                                                                                                                                                                                                  ,"777 C St SE, Washington, District of Columbia 20003                                                                                                                                                     ",Hine Junior High School (North LIHTC Residential),Completed 2015 to Date                                                                                                                                                                                  ,DMPED DCHFA OP                                                                                                                                                                                          ,46,38.88513446,-76.99592909,5,0,29,12,0,11-24                                             ,311940,400398.92,135334.82,777 C STREET SE,2022/04/04 05:00:58+00,81135
-77.0002905546664,38.9170236116182,Ward 5                                                                                                                                                                                                  ,"2005 4th Street Northeast, Washington, District of Columbia 20002                                                                                                                                       ","RAP, Inc. Community Based Residential Facility (fka The Summit)",Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,38,38.91701582,-77.00028827,38,0,0,0,0,                                                  ,,399975.000310846,138794.196850128,,2022/04/04 05:00:58+00,81136
-76.9851766423327,38.902394139706,Ward 5                                                                                                                                                                                                  ,"1214 Staples Street Northeast, Washington, District of Columbia 20002                                                                                                                                   ",Trinidad Properties (w/ PADD),Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,9,38.90238668,-76.98517436,0,0,9,0,0,                                                  ,71425,401285.99,137170.31,1214 STAPLES STREET NE,2022/04/04 05:00:58+00,81137
-77.0083222719635,38.8316253940856,Ward 8                                                                                                                                                                                                  ,"3939 South Capitol Street Southwest, Washington, District of Columbia 20032                                                                                                                             ",Trinity Plaza (Retail Worker Housing Demo Initiative),Completed 2015 to Date                                                                                                                                                                                  ,DCHFA DHCD                                                                                                                                                                                              ,49,38.83161762,-77.00831999,17,27,0,5,0,                                                  ,,399277.600078644,129314.386758181,,2022/04/04 05:00:58+00,81138
-77.032270402009,38.9193834202994,Ward 1                                                                                                                                                                                                  ,"2202 14th Street NW, Washington, District of Columbia 20009                                                                                                                                             ",Lumen Condominiums,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.91937596,-77.03226811,0,0,0,2,0,                                                  ,239928,397201.7,139056.65,2202 14TH STREET NW,2022/04/04 05:00:58+00,81139
-77.0270324530702,38.9663389232312,Ward 4                                                                                                                                                                                                  ,"919 Sheridan Street, NW, Washington, District of Columbia 20011                                                                                                                                         ",919 Sheridan LLC,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.96635082,-77.02703455,0,1,0,1,0,                                                  ,254163,397657.48,144268.98,919 SHERIDAN STREET NW,2022/04/04 05:00:58+00,81140
-77.0273064132419,38.9106969563573,Ward 2                                                                                                                                                                                                  ,"1101 Rhode Island Ave NW, Washington, District of Columbia                                                                                                                                              ",Holm,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,3,38.910796,-77.027452,0,2,0,1,0,                                                  ,278837,397631.89,138092.24,1101 RHODE ISLAND AVENUE NW,2022/04/04 05:00:58+00,81141
-77.0453377761864,38.9234861568956,Ward 1                                                                                                                                                                                                  ,"1919 Calvert St NW, Washington, District of Columbia 20009                                                                                                                                              ",1919 Calvert St NW Tenants Association,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,14,38.9234787,-77.04533548,5,9,0,0,0,                                                  ,236619,396068.72,139512.57,1919 CALVERT STREET NW,2022/04/04 05:00:58+00,81142
-77.0226123812032,38.9162488973987,Ward 1                                                                                                                                                                                                  ,"1921 8th St NW, Washington, District of Columbia 20001                                                                                                                                                  ",The Shay East,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,7,38.91629151,-77.022714,0,0,0,7,0,                                                  ,310530,398039.16,138708.44,1921 8TH STREET NW,2022/04/04 05:00:58+00,81143
-77.0232155402888,38.9165471351251,Ward 1                                                                                                                                                                                                  ,"1924 8th St NW, Washington, District of Columbia 20001                                                                                                                                                  ",The Shay West,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,12,38.91653968,-77.02321325,0,0,0,12,0,                                                  ,310465,397986.86,138741.56,1924 8TH STREET NW,2022/04/04 05:00:58+00,81144
-77.027059516986,38.9279113900152,Ward 1                                                                                                                                                                                                  ,"3003 11th St NW, Washington, District of Columbia 20001                                                                                                                                                 ",Hope and a Home Scattered Sites II,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,14,38.92790393,-77.02705722,14,0,0,0,0,                                                  ,231227,397653.87,140003.18,3003 11TH STREET NW,2022/04/04 05:00:58+00,81145
-77.0141321351448,38.8981197580396,Ward 2                                                                                                                                                                                                  ,"200 G Street Northwest, Washington, District of Columbia 20001                                                                                                                                          ",Capitol Crossing,Pipeline                                                                                                                                                                                                ,DMPED OP                                                                                                                                                                                                ,50,38.89811197,-77.01412985,0,0,0,50,0,08-34L                                            ,314745,398774.29,136695.81,200 G STREET NW,2022/04/04 05:00:58+00,81146
-76.9932278844954,38.9215530120714,Ward 5                                                                                                                                                                                                  ,"2401 Washington Place NE, Washington, District of Columbia 20018                                                                                                                                        ",Israel Manor Senior Residences,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,47,38.92155369,-76.99330978,30,10,7,0,0,                                                  ,309338,400587.46,139297.02,2401 WASHINGTON PLACE NE,2022/04/04 05:00:58+00,81147
-76.9909653873967,38.9341538693256,Ward 5                                                                                                                                                                                                  ,"3619 12th Street Northeast, Washington, District of Columbia 20017                                                                                                                                      ",3619 12th St NE,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,2,38.9341376,-76.99091316,0,1,0,1,0,                                                  ,32672,400783.52,140695.84,3619 12TH STREET NE,2022/04/04 05:00:58+00,81148
-76.9875435360356,38.8808306213169,Ward 6                                                                                                                                                                                                  ,"1335 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003                                                                                                                              ",1335 Pennsylvania Ave SE,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.88082317,-76.98754126,0,0,0,1,0,                                                  ,67017,401081.01,134776.56,1335 PENNSYLVANIA AVENUE SE,2022/04/04 05:00:58+00,81149
-77.020203737842,38.9566468785477,Ward 4                                                                                                                                                                                                  ,"505 Kennedy Street Northwest, Washington, District of Columbia 20011                                                                                                                                    ",505 Kennedy St NW,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.95663941,-77.02020144,0,1,0,0,0,                                                  ,246744,398249.04,143192.92,505 KENNEDY STREET NW,2022/04/04 05:00:58+00,81150
-76.9310244399905,38.9074273254801,Ward 7                                                                                                                                                                                                  ,"4912 Nash Street Northeast, Washington, District of Columbia 20019                                                                                                                                      ",4912 Nash St. NE,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,0,38.90741987,-76.93102218,0,0,0,0,0,                                                  ,16286,405982.78,137731.19,4912 NASH STREET NE,2022/04/04 05:00:58+00,81151
-77.0180308072562,38.9380100914208,Ward 4                                                                                                                                                                                                  ,"423 Quincy Street Northwest, Washington, District of Columbia 20011                                                                                                                                     ",423 Quincy St. NW,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.93800263,-77.01802852,0,0,0,1,0,                                                  ,247860,398436.97,141124.03,423 QUINCY STREET NW,2022/04/04 05:00:58+00,81152
-77.0253797932256,38.940265755033,Ward 4                                                                                                                                                                                                  ,"4012 Georgia Avenue Northwest, Washington, District of Columbia 20011                                                                                                                                   ",4012 Georgia Ave. NW,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,1,38.94025829,-77.0253775,0,1,0,0,0,                                                  ,224858,397799.9,141374.58,4012 GEORGIA AVENUE NW,2022/04/04 05:00:58+00,81153
